source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
humility,fr,fra_Latn,l'humilité,humility,1.0,0.8297690153121948,high,0,0
discipline,fr,fra_Latn,la discipline,discipline,1.0,0.7893633842468262,medium,0,0
self control,fr,fra_Latn,l'autocontrôle,self-control,0.9166666666666666,0.8248361349105835,high,0,0
deference,fr,fra_Latn,déférence,deference,1.0,0.8305764198303223,high,0,0
civic individualism,fr,fra_Latn,individualisme civique,civic individualism,1.0,0.8820549845695496,high,0,0
civic collectivism,fr,fra_Latn,collectivisme civique,civic collectivism,1.0,0.8695306777954102,high,0,0
civic hierarchy,fr,fra_Latn,hiérarchie civique,civic hierarchy,1.0,0.8675086498260498,high,0,0
civic equality,fr,fra_Latn,l'égalité civique,civil equality,0.9285714285714286,0.8553537130355835,high,0,0
civic authority,fr,fra_Latn,autorité civique,civic authority,1.0,0.8558205366134644,high,0,0
civic autonomy,fr,fra_Latn,Autonomie civique,Citizens' self-government,0.20512820512820512,0.8672497272491455,high,1,0
civic obedience,fr,fra_Latn,Obéissance civique,Civic Obedience,1.0,0.8657081127166748,high,0,0
civic duty,fr,fra_Latn,devoir civique,civic duty,1.0,0.8694654107093811,high,0,0
civic freedom,fr,fra_Latn,la liberté civique,civil liberty,0.46153846153846156,0.8684172630310059,high,1,0
civic honor,fr,fra_Latn,honneur civique,civic honor,1.0,0.8579881191253662,high,0,0
civic shame,fr,fra_Latn,honte civique,civic shame,1.0,0.8589541912078857,high,0,0
civic virtue,fr,fra_Latn,vertu civique,civic virtue,1.0,0.8694568872451782,high,0,0
civic vice,fr,fra_Latn,vices civiques,civic vices,0.9523809523809523,0.8512835502624512,high,0,0
civic respect,fr,fra_Latn,le respect civique,civic respect,1.0,0.859838604927063,high,0,0
civic modesty,fr,fra_Latn,modestie civique,civic modesty,1.0,0.8652560710906982,high,0,0
civic purity,fr,fra_Latn,la pureté civique,civic cleanliness,0.4827586206896552,0.8635438680648804,high,1,0
civic pollution,fr,fra_Latn,pollution civile,civilian pollution,0.8484848484848485,0.8615111112594604,high,0,0
civic face,fr,fra_Latn,visage civique,civic face,1.0,0.8366750478744507,high,0,0
civic reputation,fr,fra_Latn,réputation civique,civic reputation,1.0,0.8694941401481628,high,0,0
civic hospitality,fr,fra_Latn,l'hospitalité civique,civic hospitality,1.0,0.8548386693000793,high,0,0
civic charity,fr,fra_Latn,charité civique,civic charity,1.0,0.8557345867156982,high,0,0
civic cooperation,fr,fra_Latn,coopération civique,civic cooperation,1.0,0.8662276864051819,high,0,0
civic competition,fr,fra_Latn,compétition civique,civic competition,1.0,0.8674437999725342,high,0,0
civic fairness,fr,fra_Latn,équité civique,civic equity,0.5384615384615384,0.8727766275405884,high,1,0
civic justice,fr,fra_Latn,justice civique,civil justice,0.9230769230769231,0.8748201727867126,high,0,0
civic taboo,fr,fra_Latn,tabou civique,civic taboo,1.0,0.8652159571647644,high,0,0
civic tradition,fr,fra_Latn,traditions civiques,civic traditions,0.967741935483871,0.8782399296760559,high,0,0
civic modernity,fr,fra_Latn,modernité civique,civic modernity,1.0,0.8689373135566711,high,0,0
civic sacred,fr,fra_Latn,civils sacrés,holy civilians,0.38461538461538464,0.5064924955368042,low,1,0
civic secular,fr,fra_Latn,civils laïques,secular civilians,0.4666666666666667,0.6884579658508301,medium,1,0
civic conformity,fr,fra_Latn,conformité civique,civic compliance,0.5625,0.8757972717285156,high,0,0
civic dissent,fr,fra_Latn,dissidence civique,civil disagreement,0.7096774193548387,0.8779669404029846,high,0,0
civic restraint,fr,fra_Latn,la retenue civique,civic restraint,1.0,0.8583099842071533,high,0,0
civic indulgence,fr,fra_Latn,l'indulgence civique,civic indulgence,1.0,0.8094192743301392,high,0,0
civic solidarity,fr,fra_Latn,solidarité civique,civic solidarity,1.0,0.8710041046142578,high,0,0
civic merit,fr,fra_Latn,mérite civique,civic merit,1.0,0.8643473386764526,high,0,0
civic trust,fr,fra_Latn,confiance civique,civic trust,1.0,0.8751546740531921,high,0,0
civic loyalty,fr,fra_Latn,loyauté civique,civic loyalty,1.0,0.8745604753494263,high,0,0
civic integrity,fr,fra_Latn,l'intégrité civique,civic integrity,1.0,0.8291978240013123,high,0,0
civic discretion,fr,fra_Latn,discrétion civile,civil discretion,0.9375,0.8459548354148865,high,0,0
civic humility,fr,fra_Latn,l'humilité civique,civic humility,1.0,0.8509701490402222,high,0,0
civic discipline,fr,fra_Latn,discipline civique,civic discipline,1.0,0.8763803839683533,high,0,0
civic self control,fr,fra_Latn,l'autocontrôle civique,civic self-control,0.9444444444444444,0.8456634283065796,high,0,0
civic deference,fr,fra_Latn,déférence civique,civic deference,1.0,0.8539217114448547,high,0,0
moral individualism,fr,fra_Latn,individualisme moral,moral individualism,1.0,0.875471830368042,high,0,0
moral collectivism,fr,fra_Latn,collectivisme moral,moral collectivism,1.0,0.8636053800582886,high,0,0
moral hierarchy,fr,fra_Latn,la hiérarchie morale,the moral hierarchy,0.8823529411764706,0.8633483648300171,high,0,0
moral equality,fr,fra_Latn,l'égalité morale,moral equality,1.0,0.8458921909332275,high,0,0
moral authority,fr,fra_Latn,autorité morale,moral authority,1.0,0.8583061695098877,high,0,0
moral autonomy,fr,fra_Latn,Autonomie morale,Moral autonomy,1.0,0.8474705219268799,high,0,0
moral obedience,fr,fra_Latn,l'obéissance morale,moral obedience,1.0,0.8404322862625122,high,0,0
moral duty,fr,fra_Latn,devoir moral,moral duty,1.0,0.8679364919662476,high,0,0
moral freedom,fr,fra_Latn,la liberté morale,moral freedom,1.0,0.8563897013664246,high,0,0
moral honor,fr,fra_Latn,honneur moral,moral honor,1.0,0.8531638979911804,high,0,0
moral shame,fr,fra_Latn,honte morale,moral shame,1.0,0.8475781083106995,high,0,0
moral virtue,fr,fra_Latn,la vertu morale,moral virtue,1.0,0.8498669862747192,high,0,0
family,fr,fra_Latn,famille,family,1.0,0.8460378646850586,high,0,0
kinship,fr,fra_Latn,parenté,family,0.15384615384615385,0.8426889181137085,high,1,0
mother,fr,fra_Latn,la mère,the mother,0.75,0.8093036413192749,high,0,0
father,fr,fra_Latn,père,father,1.0,0.841780424118042,high,0,0
parent,fr,fra_Latn,les parents,parents,0.9230769230769231,0.7752335071563721,medium,0,0
child,fr,fra_Latn,l'enfant,the child,0.7142857142857143,0.841646134853363,high,0,0
daughter,fr,fra_Latn,la fille,the girl,0.25,0.8444201946258545,high,1,0
son,fr,fra_Latn,fils,son,1.0,0.8482376933097839,high,0,0
uncle,fr,fra_Latn,l'oncle,my uncle,0.7692307692307693,0.7934332489967346,medium,0,0
aunt,fr,fra_Latn,une tante,an aunt,0.7272727272727273,0.8187981843948364,high,0,0
cousin,fr,fra_Latn,cousin,cousin,1.0,0.6214415431022644,medium,0,0
grandmother,fr,fra_Latn,la grand-mère,the grandmother,0.8461538461538461,0.8062496781349182,high,0,0
grandfather,fr,fra_Latn,grand-père,my grandfather,0.88,0.8330439329147339,high,0,0
nephew,fr,fra_Latn,le neveu,the nephew,0.75,0.8488978147506714,high,0,0
niece,fr,fra_Latn,la nièce,the niece,0.7142857142857143,0.8341363668441772,high,0,0
ancestor,fr,fra_Latn,ancêtre,ancestor,1.0,0.8302342891693115,high,0,0
lineage,fr,fra_Latn,généalogie,family history,0.19047619047619047,0.7671138048171997,medium,1,0
clan,fr,fra_Latn,le clan,the clan,0.6666666666666666,0.827090322971344,high,0,0
household,fr,fra_Latn,ménage,household,1.0,0.8216577172279358,high,0,0
joint family,fr,fra_Latn,famille commune,common family,0.72,0.8409489393234253,high,0,0
nuclear family,fr,fra_Latn,famille nucléaire,nuclear family,1.0,0.874268651008606,high,0,0
marriage,fr,fra_Latn,le mariage,marriage,1.0,0.8427042961120605,high,0,0
wedding,fr,fra_Latn,mariage,marriage,0.13333333333333333,0.8348513245582581,high,1,0
bride,fr,fra_Latn,mariée,married,0.5,0.7438797354698181,medium,1,0
groom,fr,fra_Latn,marié,married,0.16666666666666666,0.4069423973560333,low,1,0
engagement,fr,fra_Latn,Engagement,Commitment,0.4,0.6517137289047241,medium,1,0
dowry,fr,fra_Latn,la dot,the gift,0.0,0.6824480295181274,medium,1,0
bridewealth,fr,fra_Latn,richesse de la mariée,wealth of the bride,0.4,0.7191968560218811,medium,1,0
inheritance,fr,fra_Latn,héritage,heritage,0.7368421052631579,0.7168489694595337,medium,0,0
widow,fr,fra_Latn,veuve,widow,1.0,0.8473296165466309,high,1,1
widower,fr,fra_Latn,veuve,widow,0.8333333333333334,0.8149846196174622,high,1,1
courtship,fr,fra_Latn,courtoisie,courtesy,0.7058823529411765,0.7750970125198364,medium,0,0
matchmaker,fr,fra_Latn,conjoint,spouse,0.125,0.35509806871414185,low,1,0
surname,fr,fra_Latn,nom de famille,family name,0.4444444444444444,0.8206875324249268,high,1,1
patronymic,fr,fra_Latn,nom de famille,family name,0.2857142857142857,0.7463254928588867,medium,1,1
matronymic,fr,fra_Latn,matronymie,matronymy,0.8421052631578947,0.626211941242218,medium,0,0
firstborn,fr,fra_Latn,premier-né,firstborn,1.0,0.841098427772522,high,0,0
heir,fr,fra_Latn,héritier,heir,1.0,0.8127925992012024,high,0,0
filial piety,fr,fra_Latn,piété filiale,filial piety,1.0,0.8456944227218628,high,0,0
caregiving,fr,fra_Latn,la prise en charge,the care,0.4444444444444444,0.8281651735305786,high,1,0
motherhood,fr,fra_Latn,maternité,motherhood,1.0,0.8675969839096069,high,0,0
fatherhood,fr,fra_Latn,la paternité,fatherhood,1.0,0.8529255986213684,high,0,0
in laws,fr,fra_Latn,dans les lois,in the laws,0.7777777777777778,0.7369208335876465,medium,0,0
brother in law,fr,fra_Latn,beau-frère,brother-in-law,0.8571428571428571,0.8461570739746094,high,0,0
sister in law,fr,fra_Latn,la belle-sœur,the sister-in-law,0.7333333333333333,0.7839274406433105,medium,0,0
ancestral home,fr,fra_Latn,maison ancestrale,ancestral home,1.0,0.8552538752555847,high,0,0
household labor,fr,fra_Latn,travail domestique,domestic work,0.35714285714285715,0.8622056245803833,high,1,0
extended family,fr,fra_Latn,famille élargie,extended family,1.0,0.8479518294334412,high,0,0
extended kinship,fr,fra_Latn,parenté étendue,extended kinship,1.0,0.8394789695739746,high,0,0
extended mother,fr,fra_Latn,mère étendue,extended mother,1.0,0.48619258403778076,low,1,0
extended father,fr,fra_Latn,père aîné,elderly father,0.6896551724137931,0.7333807945251465,medium,0,0
extended parent,fr,fra_Latn,parent étendu,extended parent,1.0,0.6361479759216309,medium,0,0
extended child,fr,fra_Latn,enfant prolongé,prolonged child,0.6206896551724138,0.5908024311065674,low,1,0
extended daughter,fr,fra_Latn,fille élargie,extended daughter,1.0,0.550493597984314,low,1,0
extended son,fr,fra_Latn,fils étendu,extended son,1.0,0.6261383891105652,medium,0,0
extended uncle,fr,fra_Latn,oncle étendu,extended uncle,1.0,0.7388625144958496,medium,0,0
extended aunt,fr,fra_Latn,Tante élargie,Expanded Aunt,0.8461538461538461,0.4481821060180664,low,1,0
extended cousin,fr,fra_Latn,cousin étendu,extended cousin,1.0,0.710926353931427,medium,0,0
extended grandmother,fr,fra_Latn,grand-mère étendue,extended grandmother,1.0,0.5801141262054443,low,1,0
extended grandfather,fr,fra_Latn,grand-père étendu,extended grandfather,1.0,0.6754786372184753,medium,0,0
extended nephew,fr,fra_Latn,neveu étendu,extended nephew,1.0,0.8003067970275879,high,0,0
extended niece,fr,fra_Latn,nièce élargie,extended niece,1.0,0.7592054605484009,medium,0,0
extended ancestor,fr,fra_Latn,ancêtre étendu,extended ancestor,1.0,0.7361102104187012,medium,0,0
extended lineage,fr,fra_Latn,lignée étendue,extended lineage,1.0,0.8279449939727783,high,0,0
extended clan,fr,fra_Latn,clan étendu,extended clan,1.0,0.8229069709777832,high,0,0
extended household,fr,fra_Latn,ménage élargi,extended household,1.0,0.8275853395462036,high,0,0
extended joint family,fr,fra_Latn,famille commune étendue,extended common family,0.8372093023255814,0.847111165523529,high,0,0
extended nuclear family,fr,fra_Latn,famille nucléaire étendue,extended nuclear family,1.0,0.8470162153244019,high,0,0
extended marriage,fr,fra_Latn,mariage prolongé,prolonged marriage,0.6857142857142857,0.8175617456436157,high,1,1
extended wedding,fr,fra_Latn,mariage prolongé,prolonged marriage,0.29411764705882354,0.789214551448822,medium,1,1
extended bride,fr,fra_Latn,épouse élargie,extended wife,0.8148148148148148,0.49161627888679504,low,1,0
extended groom,fr,fra_Latn,marié prolongé,married for a long time,0.2702702702702703,0.4262900650501251,low,1,0
extended engagement,fr,fra_Latn,Engagement prolongé,Long-term commitment,0.358974358974359,0.8477882742881775,high,1,0
extended dowry,fr,fra_Latn,dotation prolongée,extended allocation,0.6060606060606061,0.5420331954956055,low,1,0
extended bridewealth,fr,fra_Latn,richesse de la mariée étendue,wealth of the extended bride,0.5833333333333334,0.5309031009674072,low,1,0
extended inheritance,fr,fra_Latn,héritage prolongé,extended legacy,0.6857142857142857,0.80423903465271,high,0,0
extended widow,fr,fra_Latn,veuve prolongée,prolonged widow,0.6206896551724138,0.8071342706680298,high,1,1
extended widower,fr,fra_Latn,veuve prolongée,prolonged widow,0.5806451612903226,0.7988888621330261,medium,1,1
extended courtship,fr,fra_Latn,courts d'affaires prolongés,extended business cases,0.5365853658536586,0.5229863524436951,low,1,0
extended matchmaker,fr,fra_Latn,coupleuse étendue,extended coupler,0.6857142857142857,0.3867312967777252,low,1,0
extended surname,fr,fra_Latn,prénom étendu,extended name,0.896551724137931,0.8336987495422363,high,0,0
extended patronymic,fr,fra_Latn,patronymie étendue,extended patronymic,1.0,0.8061092495918274,high,0,0
extended matronymic,fr,fra_Latn,matronymie étendue,extended matronymy,0.918918918918919,0.8224876523017883,high,0,0
extended firstborn,fr,fra_Latn,premier-né prolongé,prolonged firstborn,0.7027027027027027,0.6074999570846558,medium,0,0
extended heir,fr,fra_Latn,héritier prolongé,long term heir,0.5185185185185185,0.7715288996696472,medium,1,0
extended filial piety,fr,fra_Latn,dévotion filiale étendue,extended branch dedication,0.46808510638297873,0.8264575600624084,high,1,0
extended caregiving,fr,fra_Latn,soins prolongés,prolonged care,0.48484848484848486,0.8398265838623047,high,1,0
extended motherhood,fr,fra_Latn,maternité prolongée,prolonged motherhood,0.717948717948718,0.8496075868606567,high,0,0
extended fatherhood,fr,fra_Latn,paternité prolongée,extended paternity,0.7027027027027027,0.8366948366165161,high,0,0
extended in laws,fr,fra_Latn,étendu par des lois,extended by laws,0.875,0.7012170553207397,medium,0,0
extended brother in law,fr,fra_Latn,beau-frère élargi,extended brother-in-law,0.9130434782608695,0.81514972448349,high,0,0
extended sister in law,fr,fra_Latn,sœur-in-law étendue,extended sister-in-law,0.9090909090909091,0.43420854210853577,low,1,0
extended ancestral home,fr,fra_Latn,maison ancestrale étendue,extended ancestral home,1.0,0.6947402358055115,medium,0,0
extended household labor,fr,fra_Latn,travail domestique prolongé,extended housework,0.7619047619047619,0.8657169342041016,high,0,0
nuclear kinship,fr,fra_Latn,parenté nucléaire,nuclear relatedness,0.5882352941176471,0.8559638261795044,high,0,0
nuclear mother,fr,fra_Latn,mère nucléaire,nuclear mother,1.0,0.8500874042510986,high,1,1
nuclear father,fr,fra_Latn,père nucléaire,nuclear father,1.0,0.8652724623680115,high,0,0
nuclear parent,fr,fra_Latn,mère nucléaire,nuclear mother,0.6428571428571429,0.8497099876403809,high,1,1
nuclear child,fr,fra_Latn,enfant nucléaire,nuclear child,1.0,0.8738992214202881,high,0,0
nuclear daughter,fr,fra_Latn,fille nucléaire,nuclear daughter,1.0,0.8673202991485596,high,0,0
religion,fr,fra_Latn,religion,religion,1.0,0.7480345964431763,medium,0,0
ritual,fr,fra_Latn,rituel,ritual,1.0,0.8424220085144043,high,0,0
prayer,fr,fra_Latn,la prière,the prayer,0.75,0.8478946089744568,high,0,0
temple,fr,fra_Latn,temple,temple,1.0,0.8139755725860596,high,0,0
church,fr,fra_Latn,l'église,the church,0.75,0.8386693000793457,high,0,0
mosque,fr,fra_Latn,mosquée,mosque,1.0,0.8612145185470581,high,0,0
synagogue,fr,fra_Latn,synagogue,synagogue,1.0,0.7465029954910278,medium,0,0
shrine,fr,fra_Latn,sanctuaire,sanctuary,0.26666666666666666,0.8439469337463379,high,1,0
pilgrimage,fr,fra_Latn,pèlerinage,pilgrimage,1.0,0.8520918488502502,high,0,0
scripture,fr,fra_Latn,l'Écriture,The Scripture,0.8181818181818182,0.8340522646903992,high,0,0
monk,fr,fra_Latn,moine,monk,1.0,0.8427498936653137,high,0,0
priest,fr,fra_Latn,le prêtre,the priest,0.75,0.8414090871810913,high,0,0
imam,fr,fra_Latn,l'imam,the imam,0.6666666666666666,0.8330149054527283,high,0,0
nun,fr,fra_Latn,religieuse,religious,0.16666666666666666,0.3594151437282562,low,1,0
saint,fr,fra_Latn,saint,holy,0.0,0.3741258680820465,low,1,0
martyr,fr,fra_Latn,martyr,martyr,1.0,0.5869143009185791,low,1,0
prophet,fr,fra_Latn,le prophète,the prophet,0.7777777777777778,0.8205810189247131,high,0,0
zakat,fr,fra_Latn,le zakat,the zakat,0.7142857142857143,0.8431800603866577,high,0,0
tithe,fr,fra_Latn,le dixième,the tenth,0.42857142857142855,0.6099180579185486,medium,1,0
karma,fr,fra_Latn,le karma,the karma,0.7142857142857143,0.8355629444122314,high,0,0
altar,fr,fra_Latn,l'autel,the altar,0.7142857142857143,0.821823239326477,high,0,0
incense,fr,fra_Latn,l'encens,the incense,0.7777777777777778,0.8106053471565247,high,0,0
rosary,fr,fra_Latn,le chapelet,the rosary,0.75,0.8460333347320557,high,0,0
blessing,fr,fra_Latn,une bénédiction,a blessing,0.8888888888888888,0.8406105637550354,high,0,0
curse,fr,fra_Latn,la malédiction,the curse,0.7142857142857143,0.8180204033851624,high,0,0
sabbath,fr,fra_Latn,sabbat,the sabbath,0.7777777777777778,0.8118478059768677,high,0,0
halal,fr,fra_Latn,halal,halal,1.0,0.7490266561508179,medium,0,0
kosher,fr,fra_Latn,kosher,kosher,1.0,0.620701789855957,medium,0,0
fasting,fr,fra_Latn,jeûne,fasting,1.0,0.8491958975791931,high,0,0
sacrifice,fr,fra_Latn,Sacrifice,Sacrifice,1.0,0.7173290252685547,medium,0,0
monastery,fr,fra_Latn,monastère,monastery,1.0,0.8556180000305176,high,1,1
convent,fr,fra_Latn,monastère,monastery,0.375,0.84378582239151,high,1,1
abbey,fr,fra_Latn,abbaye,abbey,1.0,0.7992993593215942,medium,0,0
minaret,fr,fra_Latn,minaret,Minaret,1.0,0.8426556587219238,high,0,0
pagoda,fr,fra_Latn,la pagode,the pagoda,0.75,0.8354259729385376,high,0,0
stupa,fr,fra_Latn,stupeur,astonishment,0.23529411764705882,0.6069411635398865,medium,1,0
ancestral altar,fr,fra_Latn,autel ancestral,the ancestral altar,0.8823529411764706,0.8543356657028198,high,0,0
funeral rite,fr,fra_Latn,rituel funéraire,funerary ritual,0.7407407407407407,0.862788736820221,high,0,0
mourning rite,fr,fra_Latn,rituel de deuil,ritual of mourning,0.5161290322580645,0.8532605171203613,high,1,0
memorial service,fr,fra_Latn,service commémoratif,commemorative service,0.7567567567567568,0.762496829032898,medium,0,0
ancestor worship,fr,fra_Latn,culte des ancêtres,worship of ancestors,0.5,0.8619627356529236,high,1,0
tabernacle,fr,fra_Latn,le tabernacle,the tabernacle,0.8333333333333334,0.8211801052093506,high,0,0
prayer mat,fr,fra_Latn,tapis de prière,prayer mat,1.0,0.860923707485199,high,0,0
chanting,fr,fra_Latn,chantant,singing,0.4,0.5746541619300842,low,1,0
hymn,fr,fra_Latn,l'hymne,the hymn,0.6666666666666666,0.7893806099891663,medium,1,1
sermon,fr,fra_Latn,le sermon,the sermon,0.75,0.8178002834320068,high,0,0
liturgy,fr,fra_Latn,liturgie,liturgy,1.0,0.8523033857345581,high,0,0
sacred religion,fr,fra_Latn,religion sacrée,sacred religion,1.0,0.8524869680404663,high,0,0
sacred ritual,fr,fra_Latn,rituel sacré,sacred ritual,1.0,0.8595180511474609,high,0,0
sacred prayer,fr,fra_Latn,prière sacrée,holy prayer,0.5833333333333334,0.8630133867263794,high,0,0
sacred temple,fr,fra_Latn,temple sacré,holy temple,0.5833333333333334,0.8428781032562256,high,0,0
sacred church,fr,fra_Latn,l'église sacrée,the holy church,0.5714285714285714,0.8371257185935974,high,0,0
sacred mosque,fr,fra_Latn,mosquée sacrée,holy mosque,0.5833333333333334,0.859977126121521,high,0,0
sacred synagogue,fr,fra_Latn,synagogue sacrée,holy synagogue,0.6666666666666666,0.8457310199737549,high,0,0
sacred shrine,fr,fra_Latn,sanctuaire sacré,holy shrine,0.5833333333333334,0.8517121076583862,high,0,0
sacred pilgrimage,fr,fra_Latn,le pèlerinage sacré,the sacred pilgrimage,0.8947368421052632,0.8411685228347778,high,0,0
sacred scripture,fr,fra_Latn,l'Écriture sacrée,The Holy Scriptures,0.6285714285714286,0.840701699256897,high,0,0
sacred monk,fr,fra_Latn,moine sacré,holy monk,0.5,0.8543131947517395,high,1,0
sacred priest,fr,fra_Latn,prêtre sacré,holy priest,0.5833333333333334,0.85480135679245,high,0,0
sacred imam,fr,fra_Latn,imam sacré,holy imam,0.5,0.8562759160995483,high,1,0
sacred nun,fr,fra_Latn,religieuse sacrée,holy nun,0.4444444444444444,0.7214937210083008,medium,1,0
sacred saint,fr,fra_Latn,saint sacré,holy shrine,0.34782608695652173,0.54343181848526,low,1,0
sacred martyr,fr,fra_Latn,le martyr sacré,the holy martyr,0.5714285714285714,0.8116163015365601,high,0,0
sacred prophet,fr,fra_Latn,prophète sacré,holy prophet,0.6153846153846154,0.8455791473388672,high,0,0
sacred zakat,fr,fra_Latn,la sainte zakat,the sacred zakat,0.8571428571428571,0.7764739990234375,medium,0,0
sacred tithe,fr,fra_Latn,une dîme sacrée,one tenth sacred,0.42857142857142855,0.8193556070327759,high,1,0
sacred karma,fr,fra_Latn,le karma sacré,the sacred karma,0.8571428571428571,0.8491681814193726,high,0,0
sacred altar,fr,fra_Latn,autel sacré,holy altar,0.5454545454545454,0.8575236201286316,high,1,0
sacred incense,fr,fra_Latn,l'encens sacré,the sacred incense,0.875,0.8375667333602905,high,0,0
sacred rosary,fr,fra_Latn,le saint chapelet,the holy rosary,0.5714285714285714,0.8467326164245605,high,0,0
sacred blessing,fr,fra_Latn,une bénédiction sacrée,a sacred blessing,0.9375,0.8398728370666504,high,0,0
sacred curse,fr,fra_Latn,une malédiction sacrée,a holy curse,0.5833333333333334,0.8311749696731567,high,0,0
sacred sabbath,fr,fra_Latn,sabbat sacré,holy sabbath,0.6153846153846154,0.8476701974868774,high,0,0
sacred halal,fr,fra_Latn,halal sacré,holy halal,0.5454545454545454,0.6888250708580017,medium,1,0
sacred kosher,fr,fra_Latn,kosher sacré,holy kosher,0.5833333333333334,0.5310352444648743,low,1,0
sacred fasting,fr,fra_Latn,jeûne sacré,holy fast,0.43478260869565216,0.864749550819397,high,1,0
sacred sacrifice,fr,fra_Latn,Sacrifice sacré,The Sacred Sacrifice,0.8888888888888888,0.8472038507461548,high,0,0
sacred monastery,fr,fra_Latn,monastère sacré,holy monastery,0.6666666666666666,0.8628555536270142,high,1,1
sacred convent,fr,fra_Latn,monastère sacré,holy monastery,0.2857142857142857,0.858354389667511,high,1,1
sacred abbey,fr,fra_Latn,abbaye sacrée,holy abbey,0.5454545454545454,0.853739321231842,high,1,0
sacred minaret,fr,fra_Latn,minaret sacré,sacred minaret,1.0,0.8653839230537415,high,0,0
sacred pagoda,fr,fra_Latn,pagode sacrée,sacred pagoda,1.0,0.857958972454071,high,0,0
sacred stupa,fr,fra_Latn,stupe sacrée,sacred stupa,1.0,0.6508939266204834,medium,0,0
sacred ancestral altar,fr,fra_Latn,l'autel sacré des ancêtres,the sacred altar of the ancestors,0.509090909090909,0.8256115913391113,high,1,0
sacred funeral rite,fr,fra_Latn,rituel funéraire sacré,sacred funeral ritual,0.9,0.8680462837219238,high,0,0
sacred mourning rite,fr,fra_Latn,rituel de deuil sacré,sacred mourning ritual,0.9047619047619048,0.8538152575492859,high,0,0
