source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
civic collectivism,ind,ind_Latn,kolektivisme sipil,civil collectivism,0.9444444444444444,0.8720447421073914,high,0,0
civic hierarchy,ind,ind_Latn,hierarki sipil,civil hierarchy,0.9333333333333333,0.8675018548965454,high,0,0
civic equality,ind,ind_Latn,kesetaraan sipil,civil equality,0.9285714285714286,0.8724232912063599,high,0,0
civic authority,ind,ind_Latn,otoritas sipil,civil authority,0.9333333333333333,0.8315842747688293,high,0,0
civic autonomy,ind,ind_Latn,Otonomi sipil,Civil autonomy,0.9285714285714286,0.8642938137054443,high,0,0
civic obedience,ind,ind_Latn,kepatuhan warga negara,compliance of citizens,0.2702702702702703,0.856421709060669,high,1,0
civic duty,ind,ind_Latn,kewajiban sipil,civil liability,0.56,0.8810083270072937,high,0,0
civic freedom,ind,ind_Latn,Kebebasan sipil,Civil liberties,0.5,0.8909648656845093,high,1,0
civic honor,ind,ind_Latn,Kehormatan sipil,Civilian honor,0.8,0.8713054656982422,high,0,0
civic shame,ind,ind_Latn,rasa malu warga,The shame of citizens,0.375,0.8384296894073486,high,1,0
civic virtue,ind,ind_Latn,kebajikan sipil,civic virtue,1.0,0.8521628379821777,high,0,0
civic vice,ind,ind_Latn,Kejahatan sipil,Civilian crime,0.5833333333333334,0.8547489047050476,high,0,0
civic respect,ind,ind_Latn,Penghormatan warga negara,Respect for citizens,0.42424242424242425,0.8110048770904541,high,1,1
civic modesty,ind,ind_Latn,Kebangkitan warga,Resurrection of the Citizen,0.2,0.4429042935371399,low,1,0
civic purity,ind,ind_Latn,kebersihan sipil,civilian cleanliness,0.375,0.873206377029419,high,1,0
civic pollution,ind,ind_Latn,polusi sipil,civil pollution,0.9333333333333333,0.7453858852386475,medium,0,0
civic face,ind,ind_Latn,wajah warga,faces of citizens,0.2962962962962963,0.8004320859909058,high,1,0
civic reputation,ind,ind_Latn,Reputasi sipil,Civilian reputation,0.8571428571428571,0.8851683139801025,high,0,0
civic hospitality,ind,ind_Latn,keramahan warga,civic hospitality,1.0,0.8593214750289917,high,0,0
civic charity,ind,ind_Latn,amal sipil,civic charities,0.8571428571428571,0.8422746062278748,high,0,0
civic cooperation,ind,ind_Latn,kerjasama sipil,civil cooperation,0.9411764705882353,0.8852349519729614,high,0,0
civic competition,ind,ind_Latn,Persaingan sipil,Civil competition,0.9411764705882353,0.8513481020927429,high,0,0
civic fairness,ind,ind_Latn,keadilan sipil,civil justice,0.4444444444444444,0.8626640439033508,high,1,1
civic justice,ind,ind_Latn,keadilan sipil,civil justice,0.9230769230769231,0.8641359806060791,high,1,1
civic taboo,ind,ind_Latn,Taboo sipil,Civilian taboo,0.8,0.8317561745643616,high,0,0
civic tradition,ind,ind_Latn,tradisi sipil,civic traditions,0.967741935483871,0.8743972778320312,high,0,0
civic modernity,ind,ind_Latn,modernitas sipil,civil modernity,0.9333333333333333,0.6813462376594543,medium,0,0
civic sacred,ind,ind_Latn,sakral sipil,civil sanctity,0.6153846153846154,0.5223062634468079,low,1,0
civic secular,ind,ind_Latn,sipil sekuler,secular civilians,0.4666666666666667,0.774799108505249,medium,1,0
civic conformity,ind,ind_Latn,kepatuhan sipil,civil compliance,0.5,0.871122419834137,high,1,0
civic dissent,ind,ind_Latn,perselisihan warga sipil,civil disputes,0.6666666666666666,0.872610867023468,high,0,0
civic restraint,ind,ind_Latn,pengendalian sipil,civil control,0.5,0.8557189106941223,high,1,0
civic indulgence,ind,ind_Latn,kepuasan sipil,civil satisfaction,0.4117647058823529,0.6981300115585327,medium,1,0
civic solidarity,ind,ind_Latn,solidaritas sipil,civil solidarity,0.9375,0.5990163087844849,low,1,0
civic merit,ind,ind_Latn,merit sipil,civil merit,0.9090909090909091,0.2809114456176758,low,1,0
civic trust,ind,ind_Latn,kepercayaan warga,citizen's trust,0.6923076923076923,0.8721972107887268,high,0,0
civic loyalty,ind,ind_Latn,loyalitas warga negara,loyalty of citizens,0.4375,0.885116696357727,high,1,0
civic integrity,ind,ind_Latn,integritas warga negara,integrity of citizens,0.5,0.8791635632514954,high,1,0
civic discretion,ind,ind_Latn,Kebijaksanaan warga negara,The wisdom of the citizen,0.24390243902439024,0.7578187584877014,medium,1,0
civic humility,ind,ind_Latn,rendah hati sebagai warga negara,humility as a citizen,0.45714285714285713,0.8297982811927795,high,1,0
civic discipline,ind,ind_Latn,disiplin sipil,civil discipline,0.9375,0.8849295377731323,high,0,0
civic self control,ind,ind_Latn,kendali diri sipil,civil self-control,0.8888888888888888,0.8599315881729126,high,0,0
civic deference,ind,ind_Latn,Penghormatan warga negara,Respect for citizens,0.2857142857142857,0.7663509845733643,medium,1,1
moral individualism,ind,ind_Latn,individualisme moral,Moral individualism,1.0,0.875471830368042,high,0,0
moral collectivism,ind,ind_Latn,kolektivisme moral,moral collectivism,1.0,0.8707365989685059,high,0,0
moral hierarchy,ind,ind_Latn,hierarki moral,moral hierarchy,1.0,0.7557681202888489,medium,0,0
moral equality,ind,ind_Latn,kesetaraan moral,moral equality,1.0,0.8374542593955994,high,0,0
moral authority,ind,ind_Latn,otoritas moral,moral authority,1.0,0.6968873739242554,medium,0,0
moral autonomy,ind,ind_Latn,otonomi moral,moral autonomy,1.0,0.8652134537696838,high,0,0
moral obedience,ind,ind_Latn,ketaatan moral,moral obedience,1.0,0.8621565103530884,high,0,0
moral duty,ind,ind_Latn,kewajiban moral,moral obligation,0.5384615384615384,0.8667376041412354,high,1,0
moral freedom,ind,ind_Latn,kebebasan moral,moral freedom,1.0,0.8734418153762817,high,0,0
moral honor,ind,ind_Latn,kehormatan moral,moral honor,1.0,0.6561508178710938,medium,0,0
moral shame,ind,ind_Latn,rasa malu moral,Moral shame,1.0,0.8192688822746277,high,0,0
moral virtue,ind,ind_Latn,kebajikan moral,moral virtue,1.0,0.8515851497650146,high,0,0
family,ind,ind_Latn,keluarga,family,1.0,0.8558233976364136,high,0,0
kinship,ind,ind_Latn,kerabat,Relatives,0.25,0.796360969543457,medium,1,0
mother,ind,ind_Latn,ibu,My mother.,0.75,0.8410664200782776,high,1,1
father,ind,ind_Latn,ayah,I'm your father.,0.5454545454545454,0.7879538536071777,medium,1,0
parent,ind,ind_Latn,orang tua,parents,0.9230769230769231,0.8299466967582703,high,0,0
child,ind,ind_Latn,anak,the child,0.7142857142857143,0.8595035672187805,high,0,0
daughter,ind,ind_Latn,putri,daughter,1.0,0.8279419541358948,high,0,0
son,ind,ind_Latn,anak laki-laki,The boys,0.18181818181818182,0.8584854006767273,high,1,0
uncle,ind,ind_Latn,Paman,My uncle.,0.7142857142857143,0.8107184171676636,high,0,0
aunt,ind,ind_Latn,Pamanku,That's my uncle.,0.3,0.8329976201057434,high,1,0
cousin,ind,ind_Latn,sepupu,cousin,1.0,0.8569862842559814,high,0,0
grandmother,ind,ind_Latn,nenek,My grandmother,0.88,0.8391443490982056,high,0,0
grandfather,ind,ind_Latn,kakek,My grandfather,0.88,0.8444444537162781,high,0,0
nephew,ind,ind_Latn,keponakan,Nephew,1.0,0.8109484910964966,high,1,1
niece,ind,ind_Latn,keponakan,Nephew,0.5454545454545454,0.8029360771179199,high,1,1
ancestor,ind,ind_Latn,nenek moyang,the ancestors,0.7619047619047619,0.7952384948730469,medium,0,0
lineage,ind,ind_Latn,keturunan,offspring,0.375,0.8338742852210999,high,1,0
clan,ind,ind_Latn,klan,the clan,0.6666666666666666,0.834343671798706,high,0,0
household,ind,ind_Latn,rumah tangga,household,1.0,0.8466761112213135,high,1,1
joint family,ind,ind_Latn,keluarga bersama,family together,0.4444444444444444,0.8334619998931885,high,1,0
nuclear family,ind,ind_Latn,keluarga nuklir,nuclear family,1.0,0.8779163360595703,high,0,0
marriage,ind,ind_Latn,perkawinan,marriage,1.0,0.8621278405189514,high,1,1
wedding,ind,ind_Latn,pernikahan,marriage,0.13333333333333333,0.8563063144683838,high,1,0
bride,ind,ind_Latn,pengantin perempuan,the bride,0.7142857142857143,0.8319891095161438,high,0,0
groom,ind,ind_Latn,pengantin pria,the bridegroom,0.5263157894736842,0.7737017273902893,medium,1,0
engagement,ind,ind_Latn,keterlibatan,involvement,0.5714285714285714,0.8069847822189331,high,0,0
dowry,ind,ind_Latn,pengunduran diri,resignation,0.125,0.48609331250190735,low,1,0
bridewealth,ind,ind_Latn,pengantin,the bride,0.5,0.4245782196521759,low,1,1
inheritance,ind,ind_Latn,warisan,heritage,0.7368421052631579,0.4311133027076721,low,1,1
widow,ind,ind_Latn,janda,widow,1.0,0.47449830174446106,low,1,1
widower,ind,ind_Latn,janda,widow,0.8333333333333334,0.4687332808971405,low,1,1
courtship,ind,ind_Latn,perkawinan,marriage,0.23529411764705882,0.8495010733604431,high,1,1
matchmaker,ind,ind_Latn,pengantin,the bride,0.42105263157894735,0.40084996819496155,low,1,1
surname,ind,ind_Latn,nama keluarga,family name,0.4444444444444444,0.8325427770614624,high,1,1
patronymic,ind,ind_Latn,nama keluarga,family name,0.2857142857142857,0.6942834854125977,medium,1,1
matronymic,ind,ind_Latn,matronim,the matronim,0.6363636363636364,0.5516003370285034,low,1,0
firstborn,ind,ind_Latn,anak sulung,firstborn,1.0,0.8552830219268799,high,0,0
heir,ind,ind_Latn,pewaris,the heirs,0.6153846153846154,0.36479702591896057,low,1,0
filial piety,ind,ind_Latn,keikhlasan anak-anak,the sanctity of children,0.2222222222222222,0.5848163366317749,low,1,0
caregiving,ind,ind_Latn,penitipan,the caretaker,0.34782608695652173,0.721467137336731,medium,1,0
motherhood,ind,ind_Latn,ibu,My mother.,0.6,0.7822698950767517,medium,1,1
fatherhood,ind,ind_Latn,kewarganegaraan,citizenship,0.19047619047619047,0.5369623899459839,low,1,1
in laws,ind,ind_Latn,dalam undang-undang,in the law,0.7058823529411765,0.7560814619064331,medium,0,0
brother in law,ind,ind_Latn,mertuanya,Her daughter-in-law,0.5454545454545454,0.6776713132858276,medium,1,0
sister in law,ind,ind_Latn,kakak ipar,sister-in-law,0.8461538461538461,0.8507387042045593,high,0,0
ancestral home,ind,ind_Latn,rumah nenek moyang,ancestral home,1.0,0.8699289560317993,high,0,0
household labor,ind,ind_Latn,pekerjaan rumah tangga,household chores,0.7741935483870968,0.8583959341049194,high,0,0
extended family,ind,ind_Latn,Keluarga besar,Large family,0.5925925925925926,0.8618385195732117,high,0,0
extended kinship,ind,ind_Latn,kerabat yang luas,extended relatives,0.6470588235294118,0.814531147480011,high,0,0
extended mother,ind,ind_Latn,ibu lanjut usia,elderly mother,0.6896551724137931,0.7222146987915039,medium,0,0
extended father,ind,ind_Latn,ayah lanjut usia,An elderly father,0.625,0.7256825566291809,medium,0,0
extended parent,ind,ind_Latn,orang tua yang diperluas,extended parents,0.967741935483871,0.46661117672920227,low,1,0
extended child,ind,ind_Latn,anak lanjut usia,elderly,0.38095238095238093,0.64731764793396,medium,1,0
extended daughter,ind,ind_Latn,putrinya yang diperpanjang,His extended daughter.,0.8717948717948718,0.4848083555698395,low,1,0
extended son,ind,ind_Latn,anak yang diperpanjang,extended child,0.6923076923076923,0.48337265849113464,low,1,0
extended uncle,ind,ind_Latn,Paman besar,Big uncle,0.5217391304347826,0.8194352388381958,high,1,1
extended aunt,ind,ind_Latn,Paman besar,Big uncle,0.2727272727272727,0.7339419722557068,medium,1,1
extended cousin,ind,ind_Latn,sepupunya,His cousin.,0.5384615384615384,0.7265322208404541,medium,1,0
extended grandmother,ind,ind_Latn,nenek lama,The old grandmother.,0.7,0.5754408240318298,low,1,0
extended grandfather,ind,ind_Latn,kakek besar,My great-grandfather,0.65,0.8370473384857178,high,0,0
extended nephew,ind,ind_Latn,Keponakan yang diperpanjang,Extended Nephew,1.0,0.5461893677711487,low,1,1
extended niece,ind,ind_Latn,keponakan yang diperpanjang,extended nephew,0.8275862068965517,0.5569247007369995,low,1,1
extended ancestor,ind,ind_Latn,nenek moyang yang diperluas,extended ancestors,0.9714285714285714,0.5250542163848877,low,1,0
extended lineage,ind,ind_Latn,garis keturunan yang diperpanjang,extended lineage,1.0,0.776355504989624,medium,0,0
extended clan,ind,ind_Latn,klan yang diperluas,expanded clan,0.8461538461538461,0.7655864953994751,medium,0,0
extended household,ind,ind_Latn,rumah tangga luas,large households,0.6470588235294118,0.8180433511734009,high,0,0
extended joint family,ind,ind_Latn,keluarga bersama yang diperluas,extended family,0.8333333333333334,0.7912565469741821,medium,0,0
extended nuclear family,ind,ind_Latn,keluarga nuklir yang diperluas,expanded nuclear family,0.9130434782608695,0.6821494102478027,medium,0,0
extended marriage,ind,ind_Latn,Perkawinan yang diperpanjang,An extended marriage,0.918918918918919,0.8377822637557983,high,1,1
extended wedding,ind,ind_Latn,pernikahan yang diperpanjang,extended marriage,0.6060606060606061,0.8065956234931946,high,0,0
extended bride,ind,ind_Latn,pengantin perempuan yang diperpanjang,extended bride,1.0,0.5538985729217529,low,1,0
extended groom,ind,ind_Latn,pengantin laki-laki yang diperpanjang,extended bride,0.7142857142857143,0.42928454279899597,low,1,0
extended engagement,ind,ind_Latn,keterlibatan yang diperpanjang,Extended involvement,0.7692307692307693,0.7764154076576233,medium,0,0
extended dowry,ind,ind_Latn,Penghantaran yang diperpanjang,Extended delivery,0.7741935483870968,0.38796544075012207,low,1,0
extended bridewealth,ind,ind_Latn,perkawinan yang diperluas,extended marriages,0.631578947368421,0.46450915932655334,low,1,0
extended inheritance,ind,ind_Latn,warisan yang diperpanjang,an extended legacy,0.631578947368421,0.75153648853302,medium,0,0
extended widow,ind,ind_Latn,janda panjang,long widow,0.5833333333333334,0.5305891633033752,low,1,1
extended widower,ind,ind_Latn,janda panjang,long widow,0.5384615384615384,0.534050703048706,low,1,1
extended courtship,ind,ind_Latn,perkawinan yang diperpanjang,extended marriages,0.6111111111111112,0.7816352844238281,medium,1,1
extended matchmaker,ind,ind_Latn,perkawinan yang diperpanjang,extended marriages,0.7027027027027027,0.39329278469085693,low,1,1
extended surname,ind,ind_Latn,nama keluarga yang diperpanjang,extended family name,0.7222222222222222,0.7911479473114014,medium,1,1
extended patronymic,ind,ind_Latn,nama keluarga yang diperpanjang,extended family name,0.6153846153846154,0.6747546792030334,medium,1,1
extended matronymic,ind,ind_Latn,matronim yang diperpanjang,extended matronyms,0.918918918918919,0.580762505531311,low,1,0
extended firstborn,ind,ind_Latn,anak sulung yang diperpanjang,the firstborn who is extended,0.46808510638297873,0.6032536029815674,medium,1,0
extended heir,ind,ind_Latn,ahli waris yang diperpanjang,an extended heir,0.896551724137931,0.5457950234413147,low,1,0
extended filial piety,ind,ind_Latn,memperluas keikhlasan anak,expanding the sanctity of the child,0.32142857142857145,0.5670168995857239,low,1,0
extended caregiving,ind,ind_Latn,Penyimpanan yang diperpanjang,Extended storage,0.6285714285714286,0.46197670698165894,low,1,0
extended motherhood,ind,ind_Latn,Kehidupan ibu yang diperpanjang,An extended mother's life,0.6818181818181818,0.7549468278884888,medium,0,0
extended fatherhood,ind,ind_Latn,kewarganegaraan yang diperpanjang,extended citizenship,0.5641025641025641,0.41036197543144226,low,1,0
extended in laws,ind,ind_Latn,diperluas dalam undang-undang,expanded in law,0.8387096774193549,0.654043436050415,medium,0,0
extended brother in law,ind,ind_Latn,saudara laki-laki yang diperpanjang,extended brother,0.8205128205128205,0.48345646262168884,low,1,0
extended sister in law,ind,ind_Latn,kakak ipar besar,Big brother-in-law,0.4,0.7484349608421326,medium,1,0
extended ancestral home,ind,ind_Latn,rumah nenek moyang yang diperluas,extended ancestral home,1.0,0.8613061308860779,high,0,0
extended household labor,ind,ind_Latn,tenaga kerja rumah tangga yang diperpanjang,extended household work,0.8936170212765957,0.8144123554229736,high,0,0
nuclear kinship,ind,ind_Latn,kerabat nuklir,Nuclear relatives,0.625,0.8627276420593262,high,0,0
nuclear mother,ind,ind_Latn,ibu nuklir,nuclear mother,1.0,0.8488940000534058,high,0,0
nuclear father,ind,ind_Latn,ayah nuklir,Nuclear father,1.0,0.8303922414779663,high,0,0
nuclear parent,ind,ind_Latn,induk nuklir,nuclear power,0.7407407407407407,0.8407276272773743,high,0,0
nuclear child,ind,ind_Latn,anak nuklir,nuclear child,1.0,0.882164478302002,high,0,0
nuclear daughter,ind,ind_Latn,putri nuklir,nuclear daughter,1.0,0.8769959211349487,high,0,0
religion,ind,ind_Latn,agama,religion,1.0,0.8632261157035828,high,0,0
ritual,ind,ind_Latn,ritual,ritual,1.0,0.8108405470848083,high,0,0
prayer,ind,ind_Latn,doa,Prayer,1.0,0.8367968797683716,high,0,0
temple,ind,ind_Latn,candi,the temple,0.75,0.4037117063999176,low,1,0
church,ind,ind_Latn,gereja,church,1.0,0.8626247048377991,high,0,0
mosque,ind,ind_Latn,masjid,mosque,1.0,0.8564656972885132,high,0,0
synagogue,ind,ind_Latn,sinagoga,synagogue,1.0,0.8699237704277039,high,0,0
shrine,ind,ind_Latn,kuil,temple,0.16666666666666666,0.756327748298645,medium,1,0
pilgrimage,ind,ind_Latn,Perjalanan haji,The pilgrimage,0.8333333333333334,0.8620150089263916,high,0,0
scripture,ind,ind_Latn,Alkitab,The Bible,0.2222222222222222,0.8575131893157959,high,1,0
monk,ind,ind_Latn,biarawan,monks,0.8888888888888888,0.8464423418045044,high,0,0
priest,ind,ind_Latn,pendeta,The priest,0.75,0.40562477707862854,low,1,0
imam,ind,ind_Latn,imam,the priest,0.14285714285714285,0.8003988265991211,high,1,0
nun,ind,ind_Latn,biarawati,nuns,0.8571428571428571,0.45637452602386475,low,1,0
saint,ind,ind_Latn,orang kudus,holy man,0.3076923076923077,0.4637434780597687,low,1,1
martyr,ind,ind_Latn,mati syahid,martyred,0.8571428571428571,0.7331742644309998,medium,0,0
prophet,ind,ind_Latn,nabi,the prophet,0.7777777777777778,0.8202527165412903,high,0,0
zakat,ind,ind_Latn,zakat,charity,0.3333333333333333,0.8485167026519775,high,1,0
tithe,ind,ind_Latn,persepuluh,a tenth,0.5,0.7091609239578247,medium,1,0
karma,ind,ind_Latn,karma,The karma,0.7142857142857143,0.5997187495231628,low,1,0
altar,ind,ind_Latn,mezbah,the altar,0.7142857142857143,0.8376132249832153,high,0,0
incense,ind,ind_Latn,dupa,incense,1.0,0.3658369779586792,low,1,0
rosary,ind,ind_Latn,Rosary,The Rosary,0.75,0.7373491525650024,medium,0,0
blessing,ind,ind_Latn,berkat,Thank you.,0.1111111111111111,0.8003934621810913,high,1,0
curse,ind,ind_Latn,kutukan,The curse,0.7142857142857143,0.8539279103279114,high,0,0
sabbath,ind,ind_Latn,hari Sabat,Sabbath day,0.7777777777777778,0.8369050621986389,high,0,0
halal,ind,ind_Latn,halal,the halal,0.7142857142857143,0.7490266561508179,medium,0,0
kosher,ind,ind_Latn,kosher,kosher,1.0,0.6207026839256287,medium,0,0
fasting,ind,ind_Latn,puasa,Fasting,1.0,0.845069408416748,high,0,0
sacrifice,ind,ind_Latn,pengorbanan,Sacrifice,1.0,0.8522656559944153,high,0,0
monastery,ind,ind_Latn,biara,monastery,1.0,0.44591864943504333,low,1,1
convent,ind,ind_Latn,biara,monastery,0.375,0.38693079352378845,low,1,1
abbey,ind,ind_Latn,abbey,abbey,1.0,0.8045498132705688,high,0,0
minaret,ind,ind_Latn,menara,tower,0.16666666666666666,0.8556601405143738,high,1,0
pagoda,ind,ind_Latn,pagoda,the pagoda,0.75,0.8082132339477539,high,0,0
stupa,ind,ind_Latn,stupa,the stupa,0.7142857142857143,0.494798868894577,low,1,0
ancestral altar,ind,ind_Latn,altar leluhur,The altar of the ancestors,0.34146341463414637,0.8503930568695068,high,1,0
funeral rite,ind,ind_Latn,Upacara pemakaman,Funeral service,0.8148148148148148,0.8587918281555176,high,0,0
mourning rite,ind,ind_Latn,Upacara berkabung,Ceremony of mourning,0.48484848484848486,0.8150631785392761,high,1,0
memorial service,ind,ind_Latn,pelayanan peringatan,warning service,0.6451612903225806,0.7687656283378601,medium,0,0
ancestor worship,ind,ind_Latn,penyembahan leluhur,the worship of the ancestors,0.4090909090909091,0.8665620684623718,high,1,0
tabernacle,ind,ind_Latn,tabernakel,the tabernacle,0.8333333333333334,0.8355879187583923,high,0,0
prayer mat,ind,ind_Latn,tempat doa,a place of prayer,0.4444444444444444,0.8344526290893555,high,1,0
chanting,ind,ind_Latn,bernyanyi,singing,0.4,0.831182599067688,high,1,0
hymn,ind,ind_Latn,nyanyian,singing,0.18181818181818182,0.7922952771186829,medium,1,0
sermon,ind,ind_Latn,khotbah,the sermon,0.75,0.8418877124786377,high,0,0
liturgy,ind,ind_Latn,liturgi,the liturgy,0.7777777777777778,0.8386491537094116,high,0,0
sacred religion,ind,ind_Latn,agama suci,sacred religion,1.0,0.8540960550308228,high,0,0
sacred ritual,ind,ind_Latn,ritual suci,sacred ritual,1.0,0.8362866640090942,high,0,0
sacred prayer,ind,ind_Latn,doa suci,holy prayer,0.5833333333333334,0.8610186576843262,high,0,0
sacred temple,ind,ind_Latn,kuil suci,holy temple,0.5833333333333334,0.8660112023353577,high,1,1
sacred church,ind,ind_Latn,gereja suci,holy church,0.5833333333333334,0.871113121509552,high,0,0
sacred mosque,ind,ind_Latn,masjid suci,holy mosque,0.5833333333333334,0.8584791421890259,high,0,0
sacred synagogue,ind,ind_Latn,sinagoga suci,holy synagogue,0.6666666666666666,0.8823561072349548,high,0,0
sacred shrine,ind,ind_Latn,kuil suci,holy temple,0.16666666666666666,0.8392147421836853,high,1,1
sacred pilgrimage,ind,ind_Latn,ziarah suci,holy pilgrimage,0.6875,0.8626679182052612,high,0,0
sacred scripture,ind,ind_Latn,kitab suci,holy book,0.08,0.8590022921562195,high,1,0
sacred monk,ind,ind_Latn,biarawan suci,holy monks,0.47619047619047616,0.8695523738861084,high,1,0
sacred priest,ind,ind_Latn,imam suci,holy priest,0.5833333333333334,0.84870845079422,high,1,1
sacred imam,ind,ind_Latn,imam suci,holy priest,0.09090909090909091,0.8601037263870239,high,1,1
sacred nun,ind,ind_Latn,biarawati suci,holy nuns,0.42105263157894735,0.8547455072402954,high,1,0
sacred saint,ind,ind_Latn,orang kudus,holy man,0.2,0.6447054743766785,medium,1,1
sacred martyr,ind,ind_Latn,martir suci,holy martyr,0.5833333333333334,0.843450129032135,high,0,0
sacred prophet,ind,ind_Latn,nabi suci,holy prophet,0.6153846153846154,0.8439258337020874,high,0,0
sacred zakat,ind,ind_Latn,zakat suci,Holy charity,0.25,0.8559365272521973,high,1,0
sacred tithe,ind,ind_Latn,persepuluhan suci,sacred tithes,0.96,0.8396396636962891,high,0,0
sacred karma,ind,ind_Latn,karma suci,Sacred karma,1.0,0.8212164044380188,high,0,0
sacred altar,ind,ind_Latn,altar suci,holy altar,0.5454545454545454,0.8545740246772766,high,1,0
sacred incense,ind,ind_Latn,dupa suci,holy incense,0.6153846153846154,0.681458592414856,medium,0,0
sacred rosary,ind,ind_Latn,Rosary suci,Holy Rosary,0.5833333333333334,0.6797440052032471,medium,0,0
sacred blessing,ind,ind_Latn,berkah suci,holy blessings,0.6206896551724138,0.8081862926483154,high,0,0
sacred curse,ind,ind_Latn,kutukan suci,Holy curse,0.5454545454545454,0.8644399642944336,high,1,0
sacred sabbath,ind,ind_Latn,Sabat suci,Holy Sabbath,0.6153846153846154,0.8767761588096619,high,0,0
sacred halal,ind,ind_Latn,halal suci,holy halal,0.5454545454545454,0.727278470993042,medium,1,0
sacred kosher,ind,ind_Latn,kosher suci,holy kosher,0.5833333333333334,0.5305516123771667,low,1,0
sacred fasting,ind,ind_Latn,Puasa suci,Holy fasting,0.6153846153846154,0.8616090416908264,high,0,0
