source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
trust,deu,deu_Latn,Vertrauen,Confidence,0.0,0.8204743266105652,high,1,0
loyalty,deu,deu_Latn,Loyalität,Loyalty,1.0,0.8596691489219666,high,0,0
integrity,deu,deu_Latn,Integrität,Integrity,1.0,0.8348261117935181,high,0,0
discretion,deu,deu_Latn,Diskretion,Discretion,1.0,0.7651628255844116,medium,0,0
humility,deu,deu_Latn,Demütigkeit,Humility,1.0,0.8071116209030151,high,0,0
discipline,deu,deu_Latn,Disziplin,Discipline,1.0,0.8473284244537354,high,0,0
self control,deu,deu_Latn,Selbstkontrolle,Self-control,0.9166666666666666,0.8495345115661621,high,0,0
deference,deu,deu_Latn,Ablehnung,Rejection,0.3333333333333333,0.5615440011024475,low,1,0
civic individualism,deu,deu_Latn,bürgerlicher Individualismus,Citizen individualism,0.85,0.8488624095916748,high,0,0
civic collectivism,deu,deu_Latn,Bürgerkollektivismus,Citizen collectivism,0.8421052631578947,0.841996431350708,high,0,0
civic hierarchy,deu,deu_Latn,bürgerliche Hierarchie,the hierarchy of the bourgeoisie,0.425531914893617,0.8411761522293091,high,1,0
civic equality,deu,deu_Latn,Bürgerliche Gleichheit,Citizens' equality,0.75,0.8559459447860718,high,0,0
civic authority,deu,deu_Latn,bürgerliche Autorität,civil authority,0.9333333333333333,0.830957293510437,high,0,0
civic autonomy,deu,deu_Latn,bürgerliche Autonomie,Civil autonomy,0.9285714285714286,0.844693660736084,high,0,0
civic obedience,deu,deu_Latn,Bürgerliches Gehorsam,Citizen obedience,0.8125,0.8530020713806152,high,0,0
civic duty,deu,deu_Latn,bürgerliche Pflicht,Civil duty,0.9,0.8407657146453857,high,0,0
civic freedom,deu,deu_Latn,Bürgerliche Freiheit,Freedom of the press,0.42424242424242425,0.8704403042793274,high,1,0
civic honor,deu,deu_Latn,Bürgerliche Ehre,Citizen honour,0.72,0.8362805247306824,high,0,0
civic shame,deu,deu_Latn,Bürgerlicher Scham,Civil disgrace,0.48,0.8207167387008667,high,1,0
civic virtue,deu,deu_Latn,bürgerliche Tugend,civic virtue,1.0,0.835120677947998,high,0,0
civic vice,deu,deu_Latn,bürgerliche Abweichungen,civil disturbances,0.5714285714285714,0.47811615467071533,low,1,0
civic respect,deu,deu_Latn,Bürgerlicher Respekt,Respect for citizenship,0.3888888888888889,0.8667768239974976,high,1,0
civic modesty,deu,deu_Latn,Bürgerliche Bescheidenheit,Civil modesty,0.9230769230769231,0.8397495746612549,high,0,0
civic purity,deu,deu_Latn,bürgerliche Reinheit,Civil purity,0.9166666666666666,0.8362516760826111,high,0,0
civic pollution,deu,deu_Latn,Zivilverschmutzung,Civil pollution,0.9333333333333333,0.8210183382034302,high,0,0
civic face,deu,deu_Latn,bürgerliches Gesicht,a civilian face,0.72,0.8128557801246643,high,0,0
civic reputation,deu,deu_Latn,bürgerliche Reputation,civil reputation,0.9375,0.8345545530319214,high,0,0
civic hospitality,deu,deu_Latn,Bürgerliche Gastfreundschaft,Citizen hospitality,0.8333333333333334,0.8524080514907837,high,0,0
civic charity,deu,deu_Latn,bürgerliche Wohltätigkeitsorganisation,civil service charity organisation,0.5531914893617021,0.8173917531967163,high,0,0
civic cooperation,deu,deu_Latn,bürgerliche Zusammenarbeit,Civil cooperation,0.9411764705882353,0.8334972858428955,high,0,0
civic competition,deu,deu_Latn,Bürgerwettbewerb,Citizens' competition,0.7894736842105263,0.8545311689376831,high,0,0
civic fairness,deu,deu_Latn,Bürgerliche Gerechtigkeit,Civil justice,0.4444444444444444,0.8578816652297974,high,1,1
civic justice,deu,deu_Latn,bürgerliche Gerechtigkeit,Civil justice,0.9230769230769231,0.850603461265564,high,1,1
civic taboo,deu,deu_Latn,bürgerliches Tabu,the taboo of the bourgeoisie,0.3076923076923077,0.8346121311187744,high,1,0
civic tradition,deu,deu_Latn,bürgerliche Tradition,the bourgeois tradition,0.5789473684210527,0.856840193271637,high,0,0
civic modernity,deu,deu_Latn,bürgerliche Modernität,Civic modernity,1.0,0.8485298156738281,high,0,0
civic sacred,deu,deu_Latn,bürgerliche Heiligkeit,civil sanctity,0.6153846153846154,0.5938084125518799,low,1,0
civic secular,deu,deu_Latn,Bürgerliche Säkularität,Citizen secularism,0.7096774193548387,0.7904474139213562,medium,0,0
civic conformity,deu,deu_Latn,Bürgerliche Konformität,Citizenship compliance,0.3684210526315789,0.8513631820678711,high,1,0
civic dissent,deu,deu_Latn,Bürgerliche Abweichung,Citizens' differences,0.47058823529411764,0.7739885449409485,medium,1,0
civic restraint,deu,deu_Latn,Bürgerliche Zurückhaltung,Civic restraint,1.0,0.8420316576957703,high,0,0
civic indulgence,deu,deu_Latn,bürgerliche Genugtuung,Citizens' satisfaction,0.3157894736842105,0.7813289165496826,medium,1,0
civic solidarity,deu,deu_Latn,bürgerliche Solidarität,Citizens' solidarity,0.7777777777777778,0.8521447777748108,high,0,0
civic merit,deu,deu_Latn,bürgerliche Verdienste,civil service merits,0.7096774193548387,0.8202939629554749,high,0,0
civic trust,deu,deu_Latn,Bürgervertrauen,Citizens' trust,0.6923076923076923,0.849967896938324,high,0,0
civic loyalty,deu,deu_Latn,Bürgerliche Loyalität,Citizen loyalty,0.7857142857142857,0.8616288900375366,high,0,0
civic integrity,deu,deu_Latn,Bürgerliche Integrität,Citizen's integrity,0.7647058823529411,0.858254611492157,high,0,0
civic discretion,deu,deu_Latn,Bürgerliches Ermessen,Civil discretion,0.9375,0.8260132074356079,high,0,0
civic humility,deu,deu_Latn,bürgerliche Demut,civic humility,1.0,0.8345644474029541,high,0,0
civic discipline,deu,deu_Latn,bürgerliche Disziplin,Civil Discipline,0.9375,0.8588820695877075,high,0,0
civic self control,deu,deu_Latn,Bürgerliche Selbstkontrolle,Citizen self-control,0.7894736842105263,0.8489750623703003,high,0,0
civic deference,deu,deu_Latn,Bürgerfreundlichkeit,Citizens' friendliness,0.32432432432432434,0.7608155608177185,medium,1,0
moral individualism,deu,deu_Latn,moralischer Individualismus,Moral individualism,1.0,0.8543276190757751,high,0,0
moral collectivism,deu,deu_Latn,moralischer Kollektivismus,Moral collectivism,1.0,0.8452557921409607,high,0,0
moral hierarchy,deu,deu_Latn,moralische Hierarchie,moral hierarchy,1.0,0.8541834354400635,high,0,0
moral equality,deu,deu_Latn,moralische Gleichheit,moral equality,1.0,0.8539737462997437,high,0,0
moral authority,deu,deu_Latn,moralische Autorität,moral authority,1.0,0.8378524780273438,high,0,0
moral autonomy,deu,deu_Latn,moralische Autonomie,moral autonomy,1.0,0.8435506820678711,high,0,0
moral obedience,deu,deu_Latn,moralischen Gehorsam,moral obedience,1.0,0.7817637920379639,medium,0,0
moral duty,deu,deu_Latn,moralische Pflicht,a moral obligation,0.5,0.8491010665893555,high,1,0
moral freedom,deu,deu_Latn,moralische Freiheit,Moral freedom,1.0,0.8639259934425354,high,0,0
moral honor,deu,deu_Latn,moralische Ehre,moral honour,0.9565217391304348,0.8301264047622681,high,0,0
moral shame,deu,deu_Latn,moralische Scham,moral shame,1.0,0.8421800136566162,high,0,0
moral virtue,deu,deu_Latn,moralische Tugend,Moral virtue,1.0,0.82790607213974,high,0,0
family,deu,deu_Latn,Familie,Family,1.0,0.8514724969863892,high,0,0
kinship,deu,deu_Latn,Verwandtschaft,Relation,0.26666666666666666,0.8128570914268494,high,1,0
mother,deu,deu_Latn,Mutter,Mother,1.0,0.8011882305145264,high,0,0
father,deu,deu_Latn,Vater,Father,1.0,0.8314181566238403,high,0,0
parent,deu,deu_Latn,Elternteil,Parent,1.0,0.7710729837417603,medium,0,0
child,deu,deu_Latn,Kind,Child,1.0,0.6921387910842896,medium,0,0
daughter,deu,deu_Latn,Tochter,Daughter,1.0,0.843045711517334,high,0,0
son,deu,deu_Latn,der Sohn,the son,0.6,0.8374732732772827,high,0,0
uncle,deu,deu_Latn,Onkel,Uncle .,0.8333333333333334,0.846972644329071,high,0,0
aunt,deu,deu_Latn,Tante,Aunt .,0.8,0.8346863389015198,high,0,0
cousin,deu,deu_Latn,Cousin,Cousin,1.0,0.8214573264122009,high,0,0
grandmother,deu,deu_Latn,Großmutter,Grandmother,1.0,0.832282304763794,high,1,1
grandfather,deu,deu_Latn,Großvater,Grandfather,1.0,0.827144980430603,high,1,1
nephew,deu,deu_Latn,Neffe,Nephew,1.0,0.8439639806747437,high,0,0
niece,deu,deu_Latn,Nichte,Nephew,0.5454545454545454,0.8603603839874268,high,1,0
ancestor,deu,deu_Latn,Vorfahren,Ancestors,0.9411764705882353,0.8135138750076294,high,0,0
lineage,deu,deu_Latn,Abstammung,offspring,0.375,0.8324698805809021,high,1,0
clan,deu,deu_Latn,Klan,Clan,1.0,0.8260354995727539,high,0,0
household,deu,deu_Latn,Haushalt,Budget,0.26666666666666666,0.8223859071731567,high,1,0
joint family,deu,deu_Latn,Gemeinsame Familie,Joint family,1.0,0.8195701837539673,high,0,0
nuclear family,deu,deu_Latn,Kernfamilie,Nuclear family,1.0,0.85167396068573,high,0,0
marriage,deu,deu_Latn,Eheschließung,Marriage,1.0,0.8303076028823853,high,0,0
wedding,deu,deu_Latn,Hochzeit,Marriage,0.13333333333333333,0.8339939713478088,high,1,0
bride,deu,deu_Latn,Bräute,Brides and grooms,0.45454545454545453,0.7839568853378296,medium,1,0
groom,deu,deu_Latn,Bräutigam,The Bridegroom,0.5263157894736842,0.7851033210754395,medium,1,0
engagement,deu,deu_Latn,Engagement,Commitment,0.4,0.6517137289047241,medium,1,0
dowry,deu,deu_Latn,Geburtsgabe,Payment of childbirth,0.15384615384615385,0.683938205242157,medium,1,0
bridewealth,deu,deu_Latn,Bridewealth,Bridewealth,1.0,0.5602174997329712,low,1,0
inheritance,deu,deu_Latn,Erbschaft,Inheritance,1.0,0.8193551301956177,high,0,0
widow,deu,deu_Latn,Witwe,Widow,1.0,0.8402411341667175,high,0,0
widower,deu,deu_Latn,Witwer,Widower,1.0,0.8227736949920654,high,0,0
courtship,deu,deu_Latn,Verheiratung,Marriage,0.23529411764705882,0.8470037579536438,high,1,0
matchmaker,deu,deu_Latn,Verheiratungsmacher,Marriage maker,0.5833333333333334,0.5382430553436279,low,1,0
surname,deu,deu_Latn,Nachname,Family name,0.4444444444444444,0.8314783573150635,high,1,0
patronymic,deu,deu_Latn,Schriftzeichen,Signature,0.3157894736842105,0.558273196220398,low,1,0
matronymic,deu,deu_Latn,Matronymisch,Matronymic,1.0,0.5576583743095398,low,1,0
firstborn,deu,deu_Latn,Erstgeborene,Firstborn,1.0,0.8408704996109009,high,0,0
heir,deu,deu_Latn,der Erbe,the inheritance,0.42105263157894735,0.732728123664856,medium,1,0
filial piety,deu,deu_Latn,Kindesfrömmigkeit,Children's piety,0.5714285714285714,0.733151912689209,medium,0,0
caregiving,deu,deu_Latn,Betreuung,Provision of care,0.2962962962962963,0.8319785594940186,high,1,0
motherhood,deu,deu_Latn,Mutterschaft,Maternity,0.42105263157894735,0.8439400792121887,high,1,0
fatherhood,deu,deu_Latn,Vaterschaft,Paternity,0.42105263157894735,0.8482990264892578,high,1,0
in laws,deu,deu_Latn,in den Gesetzen,in the laws,0.7777777777777778,0.6798251867294312,medium,0,0
brother in law,deu,deu_Latn,Schwiegerbruder,Brother-in-law,0.8571428571428571,0.8359482884407043,high,0,0
sister in law,deu,deu_Latn,Schwiegermutter,Mother-in-law,0.6153846153846154,0.78802889585495,medium,0,0
ancestral home,deu,deu_Latn,Urheberhaus,House of authors,0.2,0.6431865096092224,medium,1,0
household labor,deu,deu_Latn,Hausarbeit,Household work,0.8275862068965517,0.8338808417320251,high,0,0
extended family,deu,deu_Latn,Erweiterte Familie,Extended Family,1.0,0.8336998820304871,high,0,0
extended kinship,deu,deu_Latn,Erweiterte Verwandtschaft,Extended kinship,1.0,0.8070428371429443,high,0,0
extended mother,deu,deu_Latn,Erweiterte Mutter,Extended mother,1.0,0.6960186958312988,medium,0,0
extended father,deu,deu_Latn,Großvater,Grandfather,0.6153846153846154,0.7407808303833008,medium,1,1
extended parent,deu,deu_Latn,Erweiterter Elternteil,Extended parent,1.0,0.8060739040374756,high,0,0
extended child,deu,deu_Latn,Verlängertes Kind,Extended child,1.0,0.6959335803985596,medium,0,0
extended daughter,deu,deu_Latn,Erweiterte Tochter,Extended daughter,1.0,0.8081800937652588,high,0,0
extended son,deu,deu_Latn,Erweiterter Sohn,Elderly son,0.6086956521739131,0.8353139758110046,high,0,0
extended uncle,deu,deu_Latn,Erweiterter Onkel,Extended Uncle,1.0,0.8295454382896423,high,0,0
extended aunt,deu,deu_Latn,Erweiterte Tante,Extended Aunt,1.0,0.7978817820549011,medium,0,0
extended cousin,deu,deu_Latn,Erweiterter Cousin,Extended cousin,1.0,0.8473966717720032,high,0,0
extended grandmother,deu,deu_Latn,Großmutter,Grandmother,0.7096774193548387,0.7288385033607483,medium,1,1
extended grandfather,deu,deu_Latn,Großvater,Grandfather,0.7096774193548387,0.7618366479873657,medium,1,1
extended nephew,deu,deu_Latn,Erweiterter Neffe,Extended nephew,1.0,0.8525417447090149,high,0,0
extended niece,deu,deu_Latn,Erweiterte Nichte,Extended niece,1.0,0.811020016670227,high,0,0
extended ancestor,deu,deu_Latn,Erweiterter Vorfahren,Extended Ancestors,0.9714285714285714,0.7710018754005432,medium,0,0
extended lineage,deu,deu_Latn,Erweiterte Abstammung,Extended lineage,1.0,0.7876244783401489,medium,0,0
extended clan,deu,deu_Latn,Erweiterter Clan,Extended Clan,1.0,0.8177897930145264,high,0,0
extended household,deu,deu_Latn,Erweiterter Haushalt,The enlarged budget,0.43243243243243246,0.8210787177085876,high,1,0
extended joint family,deu,deu_Latn,Erweiterte gemeinsame Familie,Enlarged common family,0.6511627906976745,0.817744255065918,high,0,0
extended nuclear family,deu,deu_Latn,Erweiterte Kernfamilie,Extended nuclear family,1.0,0.8368107676506042,high,0,0
extended marriage,deu,deu_Latn,Verlängerte Ehe,Prolonged Marriage,0.6857142857142857,0.8101054430007935,high,0,0
extended wedding,deu,deu_Latn,Verlängerte Hochzeit,Prolonged Wedding,0.6666666666666666,0.798012375831604,medium,0,0
extended bride,deu,deu_Latn,Erweiterte Braut,Enlarged Bride,0.7142857142857143,0.7184264063835144,medium,0,0
extended groom,deu,deu_Latn,Erweiterter Bräutigam,Extended Bridegroom,0.8484848484848485,0.41677072644233704,low,1,0
extended engagement,deu,deu_Latn,Verlängertes Engagement,Extended commitment,0.6842105263157895,0.8161818981170654,high,0,0
extended dowry,deu,deu_Latn,Erweiterte Mitgift,Extended co-gifting,0.6060606060606061,0.7785638570785522,medium,0,0
extended bridewealth,deu,deu_Latn,Erweiterte Brautreichkeit,Increased marital status,0.4090909090909091,0.7834604978561401,medium,1,0
extended inheritance,deu,deu_Latn,erweiterte Erbschaft,extended inheritance,1.0,0.78440260887146,medium,0,0
extended widow,deu,deu_Latn,Verlängerte Witwe,Extended Widow,1.0,0.6919130086898804,medium,0,0
extended widower,deu,deu_Latn,Erweiterte Witwe,Extended Widow,0.9333333333333333,0.5718053579330444,low,1,0
extended courtship,deu,deu_Latn,Erweiterte Courtship,Enhanced courtship,0.7777777777777778,0.4661047160625458,low,1,0
extended matchmaker,deu,deu_Latn,Erweiterte Verheiratung,Extended Marriage,0.7222222222222222,0.37351587414741516,low,1,0
extended surname,deu,deu_Latn,Erweiterter Nachname,Extended surname,1.0,0.840094804763794,high,0,0
extended patronymic,deu,deu_Latn,ausgedehntes Vornamen,Extended first name,0.5789473684210527,0.7587096691131592,medium,0,0
extended matronymic,deu,deu_Latn,Erweiterte Matronymik,Extended matronymics,0.9743589743589743,0.8363653421401978,high,0,0
extended firstborn,deu,deu_Latn,erweiterte Erstgeborene,Extended firstborn,1.0,0.7070784568786621,medium,0,0
extended heir,deu,deu_Latn,Verlängerte Erbe,Extended inheritance,0.7272727272727273,0.5760871171951294,low,1,0
extended filial piety,deu,deu_Latn,Erweiterte kindliche Frömmigkeit,Extended Childly Devotion,0.5217391304347826,0.7491049766540527,medium,1,0
extended caregiving,deu,deu_Latn,Erweiterte Betreuung,Extended care,0.8125,0.8276070952415466,high,0,0
extended motherhood,deu,deu_Latn,Verlängerte Mutterschaft,Extended motherhood,1.0,0.816261351108551,high,0,0
extended fatherhood,deu,deu_Latn,Erweiterte Vaterschaft,Extended fatherhood,1.0,0.7994831800460815,medium,0,0
extended in laws,deu,deu_Latn,in Gesetzen erweitert,Expanded in legislation,0.6153846153846154,0.6779431700706482,medium,0,0
extended brother in law,deu,deu_Latn,Erweiterter Schwiegerbruder,Extended brother-in-law,0.9130434782608695,0.8108566999435425,high,0,0
extended sister in law,deu,deu_Latn,Erweiterte Schwiegermutter,Extended mother-in-law,0.7727272727272727,0.7265791893005371,medium,0,0
extended ancestral home,deu,deu_Latn,ausgedehntes Vorfahrenhaus,extended ancestral home,1.0,0.8328036665916443,high,0,0
extended household labor,deu,deu_Latn,Erweiterte Haushaltsarbeit,Extended household work,0.8936170212765957,0.8200150728225708,high,0,0
nuclear kinship,deu,deu_Latn,Kernverwandtschaft,Nuclear kinship,1.0,0.8307235240936279,high,0,0
nuclear mother,deu,deu_Latn,Kernmutter,Nuclear mother,1.0,0.8159021139144897,high,1,1
nuclear father,deu,deu_Latn,Kernvater,Nuclear father,1.0,0.8235487937927246,high,0,0
nuclear parent,deu,deu_Latn,Kernmutter,Nuclear mother,0.6428571428571429,0.8089706897735596,high,1,1
nuclear child,deu,deu_Latn,Kernkinder,Primary children,0.5517241379310345,0.8059065341949463,high,0,0
nuclear daughter,deu,deu_Latn,nukleare Tochter,Nuclear subsidiary,0.6470588235294118,0.8447664976119995,high,0,0
religion,deu,deu_Latn,Religion,Religious,0.8235294117647058,0.7974820733070374,medium,0,0
ritual,deu,deu_Latn,Ritual,Ritual,1.0,0.7785704135894775,medium,0,0
prayer,deu,deu_Latn,Gebet,Prayer,1.0,0.8531057238578796,high,0,0
temple,deu,deu_Latn,Tempel,Temples,0.9230769230769231,0.857979953289032,high,0,0
church,deu,deu_Latn,Kirche,Church,1.0,0.8393264412879944,high,0,0
mosque,deu,deu_Latn,Moschee,Mosque,1.0,0.8575536012649536,high,0,0
synagogue,deu,deu_Latn,Synagoge,Synagogue,1.0,0.8302013278007507,high,0,0
shrine,deu,deu_Latn,Schrein,Shrine,1.0,0.8327177166938782,high,0,0
pilgrimage,deu,deu_Latn,Pilgerfahrt,Pilgrimage,1.0,0.8487638235092163,high,0,0
scripture,deu,deu_Latn,Schrift,Writing,0.375,0.7609433531761169,medium,1,0
monk,deu,deu_Latn,Mönch,Monk,1.0,0.8543407320976257,high,0,0
priest,deu,deu_Latn,Priester,Priests,0.9230769230769231,0.8210245966911316,high,0,0
imam,deu,deu_Latn,Imam,The Imam,0.6666666666666666,0.8010189533233643,high,0,0
nun,deu,deu_Latn,nunne,now,0.3333333333333333,0.5368158221244812,low,1,0
saint,deu,deu_Latn,der Heilige,The Holy One,0.11764705882352941,0.7831252813339233,medium,1,0
martyr,deu,deu_Latn,Märtyrer,Martyrs,0.9230769230769231,0.8331199288368225,high,0,0
prophet,deu,deu_Latn,der Prophet,The Prophet,0.7777777777777778,0.8245462775230408,high,0,0
zakat,deu,deu_Latn,Zakat,Zakat,1.0,0.8572487831115723,high,0,0
tithe,deu,deu_Latn,der Zehntel,the tithe,0.7142857142857143,0.47183486819267273,low,1,0
karma,deu,deu_Latn,Karma,It 's karma .,0.5555555555555556,0.855607271194458,high,0,0
altar,deu,deu_Latn,Altar,Altar,1.0,0.804223358631134,high,0,0
incense,deu,deu_Latn,Weihrauch,Fragrances and incense,0.4827586206896552,0.775521993637085,medium,1,0
rosary,deu,deu_Latn,Rosenkranz,Rosary,1.0,0.8360525369644165,high,0,0
blessing,deu,deu_Latn,der Segen,The Blessing,0.8,0.8019689321517944,high,0,0
curse,deu,deu_Latn,Verflucht,Damn it .,0.0,0.6391149759292603,medium,1,0
sabbath,deu,deu_Latn,Sabbat,The Sabbath,0.7777777777777778,0.827860951423645,high,0,0
halal,deu,deu_Latn,Halal,Fresh fruit and vegetables,0.1935483870967742,0.7474721670150757,medium,1,0
kosher,deu,deu_Latn,Kosher,Kosher,1.0,0.6993707418441772,medium,0,0
fasting,deu,deu_Latn,Fasten,Fasting,1.0,0.836644172668457,high,0,0
sacrifice,deu,deu_Latn,Opfer,Victims,0.25,0.800055980682373,high,1,0
monastery,deu,deu_Latn,Kloster,Monastery,1.0,0.8484029769897461,high,1,1
convent,deu,deu_Latn,Kloster,Monastery,0.375,0.8477236032485962,high,1,1
abbey,deu,deu_Latn,Abbey,Abbey,1.0,0.8024818897247314,high,0,0
minaret,deu,deu_Latn,Minarett,Minarets,0.9333333333333333,0.854844331741333,high,0,0
pagoda,deu,deu_Latn,Pagoda,Pagoda,1.0,0.8338760137557983,high,0,0
stupa,deu,deu_Latn,Stupa,Stupa,1.0,0.6045540571212769,medium,0,0
ancestral altar,deu,deu_Latn,Altar der Vorfahren,Altar of the Ancestors,0.3783783783783784,0.8500235676765442,high,1,0
funeral rite,deu,deu_Latn,Begräbnisritus,Funeral Ritual,0.8461538461538461,0.8501057028770447,high,0,0
mourning rite,deu,deu_Latn,Trauerritus,Ritual of mourning,0.5161290322580645,0.8499422073364258,high,1,0
memorial service,deu,deu_Latn,Gedenkfeier,Commemorative feast,0.45714285714285713,0.8507670760154724,high,1,0
ancestor worship,deu,deu_Latn,Vorfahrenverehrung,Worship of the Ancestors,0.45,0.8478835821151733,high,1,0
tabernacle,deu,deu_Latn,Tabernakel,Tabernacles and Tabernacles,0.5405405405405406,0.8393356204032898,high,1,0
prayer mat,deu,deu_Latn,Gebetsmatte,Praying Mat,0.7619047619047619,0.8590817451477051,high,0,0
chanting,deu,deu_Latn,Gesang,Singing,0.4,0.8202496767044067,high,1,0
hymn,deu,deu_Latn,Hymne,Hymns,0.8888888888888888,0.8236424326896667,high,1,1
sermon,deu,deu_Latn,Predigt,Preaching,0.26666666666666666,0.8363111615180969,high,1,0
liturgy,deu,deu_Latn,Liturgie,The Liturgy,0.7777777777777778,0.8618154525756836,high,0,0
sacred religion,deu,deu_Latn,heilige Religion,sacred religion,1.0,0.8514363169670105,high,0,0
sacred ritual,deu,deu_Latn,Heiliges Ritual,Sacred Ritual,1.0,0.8468211889266968,high,0,0
sacred prayer,deu,deu_Latn,Heiliges Gebet,Holy Prayer,0.5833333333333334,0.8338998556137085,high,0,0
sacred temple,deu,deu_Latn,heilige Tempel,Holy Temple,0.5833333333333334,0.8465877175331116,high,0,0
sacred church,deu,deu_Latn,heilige Kirche,Holy Church,0.5833333333333334,0.8437575697898865,high,0,0
sacred mosque,deu,deu_Latn,heilige Moschee,holy mosque,0.5833333333333334,0.857947051525116,high,0,0
sacred synagogue,deu,deu_Latn,die heilige Synagoge,The holy synagogue,0.6470588235294118,0.8317803740501404,high,0,0
sacred shrine,deu,deu_Latn,Heiliges Heiligtum,The Holy Sanctuary,0.25806451612903225,0.7731990814208984,medium,1,0
sacred pilgrimage,deu,deu_Latn,heilige Pilgerreise,Holy pilgrimage,0.6875,0.8339288234710693,high,0,0
sacred scripture,deu,deu_Latn,heilige Schrift,Sacred Scripture,1.0,0.831165075302124,high,0,0
sacred monk,deu,deu_Latn,Heiliger Mönch,Holy Monk,0.5,0.8363208770751953,high,1,0
sacred priest,deu,deu_Latn,heilige Priester,Holy Priest,0.5833333333333334,0.8288977146148682,high,0,0
sacred imam,deu,deu_Latn,heiliger Imam,Holy Imam,0.5,0.8445022106170654,high,1,0
sacred nun,deu,deu_Latn,heilige Nonne,Holy nun,0.4444444444444444,0.8080146908760071,high,1,0
sacred saint,deu,deu_Latn,Heiliger Heiliger,The Holy One,0.25,0.3922801911830902,low,1,0
sacred martyr,deu,deu_Latn,Heiliger Märtyrer,Holy Martyrs,0.56,0.8094385862350464,high,0,0
sacred prophet,deu,deu_Latn,der heilige Prophet,The Holy Prophet,0.6,0.827584981918335,high,0,0
sacred zakat,deu,deu_Latn,die heilige Zakat,the sacred zakat,0.8571428571428571,0.7993587255477905,medium,0,0
sacred tithe,deu,deu_Latn,Heiliges Zehntel,Holy tithes,0.5217391304347826,0.8092621564865112,high,1,0
