source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
sacred,nld,nld_Latn,heilig,Sacred,1.0,0.8089675903320312,high,0,0
secular,nld,nld_Latn,seculiere,Secular,1.0,0.6930340528488159,medium,0,0
conformity,nld,nld_Latn,Conformiteit,Conformity,1.0,0.8331973552703857,high,0,0
dissent,nld,nld_Latn,tegenstanders,Opponents,0.375,0.3506629467010498,low,1,0
restraint,nld,nld_Latn,beperking,Restriction,0.7,0.704253077507019,medium,0,0
indulgence,nld,nld_Latn,overgave,Surrender,0.3157894736842105,0.39705681800842285,low,1,0
solidarity,nld,nld_Latn,Solidariteit,Solidarity,1.0,0.8542356491088867,high,0,0
merit,nld,nld_Latn,Verdienste,Earnings,0.46153846153846156,0.8036647439002991,high,1,0
trust,nld,nld_Latn,vertrouwen,Confidence,0.0,0.8356382250785828,high,1,0
loyalty,nld,nld_Latn,loyaliteit,Loyalty,1.0,0.8718091249465942,high,0,0
integrity,nld,nld_Latn,integriteit,Integrity,1.0,0.8546501398086548,high,0,0
discretion,nld,nld_Latn,discretionaire bevoegdheid,discretionary power,0.6896551724137931,0.8553470969200134,high,0,0
humility,nld,nld_Latn,nederigheid,Humility,1.0,0.8611334562301636,high,0,0
discipline,nld,nld_Latn,gediscipline,Discipline,1.0,0.46839210391044617,low,1,0
self control,nld,nld_Latn,zelfbeheersing,Self-control,0.9166666666666666,0.8613849878311157,high,0,0
deference,nld,nld_Latn,Deferentie,Difference,0.8421052631578947,0.8079544305801392,high,0,0
civic individualism,nld,nld_Latn,burgerlijke individualisme,Citizen individualism,0.85,0.8790297508239746,high,0,0
civic collectivism,nld,nld_Latn,burgerlijk collectivisme,Civil collectivism,0.9444444444444444,0.8668649196624756,high,0,0
civic hierarchy,nld,nld_Latn,burgerlijke hiërarchie,civil hierarchy,0.9333333333333333,0.8712153434753418,high,0,0
civic equality,nld,nld_Latn,burgerlijke gelijkheid,civil equality,0.9285714285714286,0.8781845569610596,high,0,0
civic authority,nld,nld_Latn,burgerlijke autoriteit,civil authority,0.9333333333333333,0.873845636844635,high,0,0
civic autonomy,nld,nld_Latn,burgerlijke autonomie,Civil autonomy,0.9285714285714286,0.8741801977157593,high,0,0
civic obedience,nld,nld_Latn,burgergehoorzaamheid,Citizen obedience,0.8125,0.8803960084915161,high,0,0
civic duty,nld,nld_Latn,Burgerlijke plicht,Responsibility as a citizen,0.16216216216216217,0.870530366897583,high,1,0
civic freedom,nld,nld_Latn,burgerlijke vrijheid,Citizen's freedom,0.7333333333333333,0.8856853246688843,high,0,0
civic honor,nld,nld_Latn,Burgerlijke eer,Civil honour,0.8695652173913043,0.8638176321983337,high,0,0
civic shame,nld,nld_Latn,burgerlijke schaamte,Civil disgrace,0.48,0.8640012741088867,high,1,0
civic virtue,nld,nld_Latn,burgerlijke deugd,Civic virtue,1.0,0.8667604923248291,high,0,0
civic vice,nld,nld_Latn,Burgerlijke vice,Civil service,0.782608695652174,0.7960492372512817,medium,0,0
civic respect,nld,nld_Latn,Burgerlijk respect,Respect for citizenship,0.3888888888888889,0.8788734674453735,high,1,0
civic modesty,nld,nld_Latn,burgerlijke bescheidenheid,civic modesty,1.0,0.863773763179779,high,0,0
civic purity,nld,nld_Latn,Burgerlijke zuiverheid,Civil purity,0.9166666666666666,0.8494452238082886,high,0,0
civic pollution,nld,nld_Latn,Burgerlijke vervuiling,Civil pollution,0.9333333333333333,0.8628523945808411,high,0,0
civic face,nld,nld_Latn,burgerlijk gezicht,a civilian face,0.72,0.8624307513237,high,0,0
civic reputation,nld,nld_Latn,burgerreputatie,Citizen reputation,0.8235294117647058,0.8746858835220337,high,0,0
civic hospitality,nld,nld_Latn,burgerlijke gastvrijheid,civil hospitality,0.9411764705882353,0.8754186630249023,high,0,0
civic charity,nld,nld_Latn,burgerlijke liefdadigheid,Civil charity,0.9230769230769231,0.8643309473991394,high,0,0
civic cooperation,nld,nld_Latn,burgerlijke samenwerking,civil cooperation,0.9411764705882353,0.8760221004486084,high,0,0
civic competition,nld,nld_Latn,burgerconcurrentie,Citizens' competition,0.7894736842105263,0.8284018039703369,high,0,0
civic fairness,nld,nld_Latn,burgerlijke rechtvaardigheid,Civil justice,0.4444444444444444,0.8772433400154114,high,1,1
civic justice,nld,nld_Latn,burgerlijke rechtvaardigheid,Civil justice,0.9230769230769231,0.8856712579727173,high,1,1
civic taboo,nld,nld_Latn,Burgerlijke taboe,Civic taboo,1.0,0.8597065806388855,high,0,0
civic tradition,nld,nld_Latn,Burgerlijke traditie,Civic tradition,1.0,0.8799963593482971,high,0,0
civic modernity,nld,nld_Latn,Burgerlijke moderniteit,Civic modernity,1.0,0.8746188879013062,high,0,0
civic sacred,nld,nld_Latn,burgerlijk heilig,Civilian sacred,0.8148148148148148,0.6759040355682373,medium,0,0
civic secular,nld,nld_Latn,burgerlijke seculiere,Secular civil society,0.4117647058823529,0.7019675970077515,medium,1,0
civic conformity,nld,nld_Latn,burgerconformiteit,Citizen conformity,0.8235294117647058,0.8838094472885132,high,0,0
civic dissent,nld,nld_Latn,burgerlijke dissidentie,civil dissent,0.9230769230769231,0.8838014006614685,high,0,0
civic restraint,nld,nld_Latn,burgerbeheersing,Civil governance,0.3870967741935484,0.8489584922790527,high,1,0
civic indulgence,nld,nld_Latn,burgerlijke genegenheid,civic affection,0.5161290322580645,0.8293333053588867,high,1,0
civic solidarity,nld,nld_Latn,burgerlijke solidariteit,civil solidarity,0.9375,0.8846684694290161,high,0,0
civic merit,nld,nld_Latn,burgerlijke verdienste,civil service,0.6666666666666666,0.8638390302658081,high,0,0
civic trust,nld,nld_Latn,Burgerlijk vertrouwen,Civil trust,0.9090909090909091,0.8813046813011169,high,0,0
civic loyalty,nld,nld_Latn,Burgerlijke loyaliteit,Citizen loyalty,0.7857142857142857,0.8842642307281494,high,0,0
civic integrity,nld,nld_Latn,Burgerlijke integriteit,Civil integrity,0.9333333333333333,0.8697391748428345,high,0,0
civic discretion,nld,nld_Latn,burgerlijke beoordelingsbevoegdheid,civil appraisal authority,0.43902439024390244,0.8456014394760132,high,1,0
civic humility,nld,nld_Latn,burgerlijke nederigheid,civic humility,1.0,0.8701163530349731,high,0,0
civic discipline,nld,nld_Latn,burgerlijke discipline,civil discipline,0.9375,0.8788142800331116,high,0,0
civic self control,nld,nld_Latn,burgerlijke zelfcontrole,Civil self-control,0.8888888888888888,0.8786303997039795,high,0,0
civic deference,nld,nld_Latn,Burgerlijke eerbiediging,Respect for citizenship,0.2631578947368421,0.7444671392440796,medium,1,0
moral individualism,nld,nld_Latn,morele individualisme,Moral individualism,1.0,0.639359176158905,medium,0,0
moral collectivism,nld,nld_Latn,morele collectivisme,Moral collectivism,1.0,0.5615523457527161,low,1,0
moral hierarchy,nld,nld_Latn,morele hiërarchie,Moral hierarchy,1.0,0.8523479104042053,high,0,0
moral equality,nld,nld_Latn,morele gelijkheid,Moral equality,1.0,0.8622786998748779,high,0,0
moral authority,nld,nld_Latn,morele autoriteit,Moral authority,1.0,0.8727058172225952,high,0,0
moral autonomy,nld,nld_Latn,morele autonomie,Moral autonomy,1.0,0.8120404481887817,high,0,0
moral obedience,nld,nld_Latn,morele gehoorzaamheid,Moral obedience,1.0,0.8770456314086914,high,0,0
moral duty,nld,nld_Latn,morele plicht,Moral duty,1.0,0.8692482709884644,high,0,0
moral freedom,nld,nld_Latn,morele vrijheid,Moral freedom,1.0,0.8771910667419434,high,0,0
moral honor,nld,nld_Latn,morele eer,Moral honor,1.0,0.5744182467460632,low,1,0
moral shame,nld,nld_Latn,morele schaamte,Moral shame,1.0,0.7653601169586182,medium,0,0
moral virtue,nld,nld_Latn,morele deugd,Moral virtue,1.0,0.5421990156173706,low,1,0
family,nld,nld_Latn,Huishouden,Households,0.125,0.8417266607284546,high,1,1
kinship,nld,nld_Latn,verwantschap,Relation,0.26666666666666666,0.8508234620094299,high,1,0
mother,nld,nld_Latn,moeder,Mother,1.0,0.8162441253662109,high,0,0
father,nld,nld_Latn,vader,Father,1.0,0.8150492906570435,high,0,0
parent,nld,nld_Latn,ouder,older,0.18181818181818182,0.8419687747955322,high,1,0
child,nld,nld_Latn,kind,child,1.0,0.37696778774261475,low,1,0
daughter,nld,nld_Latn,dochter,daughter,1.0,0.8571168780326843,high,0,0
son,nld,nld_Latn,zoon,son,1.0,0.8407039642333984,high,0,0
uncle,nld,nld_Latn,oom,Uncle,1.0,0.3800891637802124,low,1,0
aunt,nld,nld_Latn,Tante .,"Aunt , please .",0.42105263157894735,0.8273962140083313,high,1,0
cousin,nld,nld_Latn,Cousine,Cousin,1.0,0.8268160820007324,high,0,0
grandmother,nld,nld_Latn,grootmoeder,Grandmother,1.0,0.8329170942306519,high,0,0
grandfather,nld,nld_Latn,grootvader,Grandfather,1.0,0.8517202734947205,high,1,1
nephew,nld,nld_Latn,neef,Cousin,0.16666666666666666,0.8422698974609375,high,1,0
niece,nld,nld_Latn,Neven,Cousins,0.16666666666666666,0.6808416843414307,medium,1,0
ancestor,nld,nld_Latn,voorouder,the ancestor,0.8,0.8379294276237488,high,0,0
lineage,nld,nld_Latn,afstammelingen,offspring,0.375,0.618249237537384,medium,1,0
clan,nld,nld_Latn,Clan,Clan,1.0,0.812250018119812,high,0,0
household,nld,nld_Latn,huishouden,Households,0.9473684210526315,0.8447016477584839,high,1,1
joint family,nld,nld_Latn,gezamenlijke familie,Joint family,1.0,0.8611814379692078,high,0,0
nuclear family,nld,nld_Latn,kernfamilie,Nuclear family,1.0,0.852827250957489,high,0,0
marriage,nld,nld_Latn,huwelijk,Marriage,1.0,0.8602274060249329,high,0,0
wedding,nld,nld_Latn,bruiloft,Wedding,1.0,0.8134384751319885,high,0,0
bride,nld,nld_Latn,bruid,Bride,1.0,0.3625594675540924,low,1,0
groom,nld,nld_Latn,bruidegom,Bridegroom,0.6666666666666666,0.8053523302078247,high,0,0
engagement,nld,nld_Latn,betrokkenheid,involvement,0.5714285714285714,0.8505130410194397,high,0,0
dowry,nld,nld_Latn,heffingen,levies,0.0,0.554253876209259,low,1,0
bridewealth,nld,nld_Latn,bruid rijkdom,Bride's wealth,0.88,0.5235573649406433,low,1,0
inheritance,nld,nld_Latn,erfgoed,heritage,0.7368421052631579,0.823318600654602,high,1,1
widow,nld,nld_Latn,weduwe,widow,1.0,0.848101019859314,high,1,1
widower,nld,nld_Latn,weduwe,widow,0.8333333333333334,0.846335768699646,high,1,1
courtship,nld,nld_Latn,Vriendschap,Friendship,0.5263157894736842,0.8284181356430054,high,1,0
matchmaker,nld,nld_Latn,verbintenismaker,Bettor,0.25,0.35631391406059265,low,1,0
surname,nld,nld_Latn,naamsnaam,Name and surname,0.6086956521739131,0.8169297575950623,high,0,0
patronymic,nld,nld_Latn,patronymisch,"For the purposes of this Regulation, the following definitions shall apply:",0.1411764705882353,0.7392020225524902,medium,1,0
matronymic,nld,nld_Latn,matronymisch,of a width of not more than 30 mm,0.18604651162790697,0.5315980911254883,low,1,0
firstborn,nld,nld_Latn,eerstgeborene,Firstborn,1.0,0.8517605662345886,high,0,0
heir,nld,nld_Latn,erfgenaam,heir,1.0,0.8444494009017944,high,0,0
filial piety,nld,nld_Latn,zoonlijke vroomheid,Sonly piety,0.6086956521739131,0.8193626403808594,high,0,0
caregiving,nld,nld_Latn,verzorging,health care,0.38095238095238093,0.8182350397109985,high,1,0
motherhood,nld,nld_Latn,moederschap,Maternity,0.42105263157894735,0.8698047399520874,high,1,0
fatherhood,nld,nld_Latn,vaderschap,fatherhood,1.0,0.8689504861831665,high,0,0
in laws,nld,nld_Latn,in wetten,in laws,1.0,0.4758874177932739,low,1,0
brother in law,nld,nld_Latn,schoonbroer,Brother-in-law,0.8571428571428571,0.8375562429428101,high,0,0
sister in law,nld,nld_Latn,schoonzuster,Sister-in-law,0.8461538461538461,0.8239365816116333,high,0,0
ancestral home,nld,nld_Latn,vooroudershuis,ancestral home,1.0,0.8566867113113403,high,0,0
household labor,nld,nld_Latn,huishoudelijk werk,Household work,0.8275862068965517,0.8619352579116821,high,0,0
extended family,nld,nld_Latn,uitgebreid gezin,extended family,1.0,0.825811505317688,high,0,0
extended kinship,nld,nld_Latn,uitgebreide verwantschap,extended kinship,1.0,0.8444283604621887,high,0,0
extended mother,nld,nld_Latn,verlengde moeder,Extended mother,1.0,0.7162416577339172,medium,0,0
extended father,nld,nld_Latn,ouder vader,Elderly father,0.6896551724137931,0.7268919944763184,medium,0,0
extended parent,nld,nld_Latn,uitgebreide ouder,extended parent,1.0,0.6422427892684937,medium,0,0
extended child,nld,nld_Latn,uitgebreid kind,Extended child,1.0,0.5182011723518372,low,1,0
extended daughter,nld,nld_Latn,uitgebreide dochter,Extended daughter,1.0,0.6899205446243286,medium,0,0
extended son,nld,nld_Latn,uitgebreide zoon,extended son,1.0,0.6299819350242615,medium,0,0
extended uncle,nld,nld_Latn,verlengde oom,extended uncle,1.0,0.5174458026885986,low,1,0
extended aunt,nld,nld_Latn,verlengde tante,extended aunt,1.0,0.521211564540863,low,1,0
extended cousin,nld,nld_Latn,verlengde neef,Extended cousin,1.0,0.599311113357544,low,1,1
extended grandmother,nld,nld_Latn,verlengde grootmoeder,extended grandmother,1.0,0.7950624227523804,medium,0,0
extended grandfather,nld,nld_Latn,grootvader,Grandfather,0.7096774193548387,0.781977653503418,medium,1,1
extended nephew,nld,nld_Latn,verlengde neef,Extended cousin,0.6666666666666666,0.6331529021263123,medium,1,1
extended niece,nld,nld_Latn,verlengde nicht,Extended cousin,0.6896551724137931,0.300965815782547,low,1,0
extended ancestor,nld,nld_Latn,uitgebreide voorouder,extended ancestor,1.0,0.714828372001648,medium,0,0
extended lineage,nld,nld_Latn,uitgebreide afstamming,Extended lineage,1.0,0.7759531736373901,medium,0,0
extended clan,nld,nld_Latn,uitgebreide clan,extended clan,1.0,0.728451132774353,medium,0,0
extended household,nld,nld_Latn,uitgebreid huishouden,Extended households,0.972972972972973,0.8339263200759888,high,0,0
extended joint family,nld,nld_Latn,uitgebreid gezamenlijk gezin,extended joint family,1.0,0.8006938695907593,high,0,0
extended nuclear family,nld,nld_Latn,uitgebreide kernfamilie,Extended nuclear family,1.0,0.8229066133499146,high,0,0
extended marriage,nld,nld_Latn,verlengd huwelijk,Extended marriage,1.0,0.832791805267334,high,0,0
extended wedding,nld,nld_Latn,verlengde bruiloft,extended wedding,1.0,0.8042904138565063,high,1,1
extended bride,nld,nld_Latn,verlengde bruid,Extended bride,1.0,0.4430667459964752,low,1,0
extended groom,nld,nld_Latn,verlengde bruidegom,extended groom,1.0,0.4574926793575287,low,1,0
extended engagement,nld,nld_Latn,verlengde betrokkenheid,Extended involvement,0.7692307692307693,0.8317844867706299,high,0,0
extended dowry,nld,nld_Latn,verlengde bruiloft,extended wedding,0.6666666666666666,0.6712420582771301,medium,1,1
extended bridewealth,nld,nld_Latn,uitgebreid bruidrijk,extended bridehood,0.7894736842105263,0.4902811348438263,low,1,0
extended inheritance,nld,nld_Latn,uitgebreide erfenis,Extended heritage,0.8648648648648649,0.8200593590736389,high,0,0
extended widow,nld,nld_Latn,uitgebreide weduwe,Expanded widow,0.8571428571428571,0.6748881340026855,medium,0,0
extended widower,nld,nld_Latn,verlengde weduwe,Extended widow,0.9333333333333333,0.6140910387039185,medium,0,0
extended courtship,nld,nld_Latn,verlengde hofverhouding,extended courtship,1.0,0.6410577893257141,medium,0,0
extended matchmaker,nld,nld_Latn,uitgebreide matchmaker,extended matchmaker,1.0,0.37645530700683594,low,1,0
extended surname,nld,nld_Latn,verlengde achternaam,Extended surname,1.0,0.8420039415359497,high,0,0
extended patronymic,nld,nld_Latn,uitgebreid patronymisch,Extended patronymic,1.0,0.6812596917152405,medium,0,0
extended matronymic,nld,nld_Latn,uitgebreid matronymisch,Extended matronymic,1.0,0.5389754772186279,low,1,0
extended firstborn,nld,nld_Latn,uitgebreide eerstgeborenen,Extended firstborn,1.0,0.5811470150947571,low,1,0
extended heir,nld,nld_Latn,verlengde erfgenaam,Extended heir,1.0,0.7022379636764526,medium,0,0
extended filial piety,nld,nld_Latn,uitgebreide zoonlijke vroomheid,extended filial piety,1.0,0.835193932056427,high,0,0
extended caregiving,nld,nld_Latn,verlengde verzorging,Extended care,0.8125,0.8188254833221436,high,0,0
extended motherhood,nld,nld_Latn,verlengde moederschap,Extended motherhood,1.0,0.8449732661247253,high,0,0
extended fatherhood,nld,nld_Latn,verlengde vaderschap,Extended fatherhood,1.0,0.8390794992446899,high,0,0
extended in laws,nld,nld_Latn,Uitgebreid in wetten,Expanded in laws,0.875,0.7014530897140503,medium,0,0
extended brother in law,nld,nld_Latn,Verlengde schoonbroer,Extended brother-in-law,0.9130434782608695,0.6570249199867249,medium,0,0
extended sister in law,nld,nld_Latn,verlengde schoonzuster,Extended sister-in-law,0.9090909090909091,0.6271380186080933,medium,0,0
extended ancestral home,nld,nld_Latn,uitgebreid vooroudershuis,extended ancestral home,1.0,0.7672626376152039,medium,0,0
extended household labor,nld,nld_Latn,uitgebreid huishoudelijk werk,Extensive household work,0.7916666666666666,0.8361893892288208,high,0,0
nuclear kinship,nld,nld_Latn,nucleaire verwantschap,Nuclear kinship,1.0,0.804214596748352,high,0,0
nuclear mother,nld,nld_Latn,kernmoeder,Nuclear mother,1.0,0.8139126300811768,high,0,0
nuclear father,nld,nld_Latn,nucleaire vader,Nuclear father,1.0,0.529657781124115,low,1,0
nuclear parent,nld,nld_Latn,nucleaire moeder,Nuclear mother,0.6428571428571429,0.5933728814125061,low,1,0
nuclear child,nld,nld_Latn,kernkind,Nuclear child,1.0,0.4924466907978058,low,1,0
nuclear daughter,nld,nld_Latn,nucleaire dochter,Nuclear subsidiary,0.6470588235294118,0.657707154750824,medium,0,0
religion,nld,nld_Latn,religie,Religious,0.8235294117647058,0.8631349802017212,high,0,0
ritual,nld,nld_Latn,ritueel,Ritual,1.0,0.8503480553627014,high,0,0
prayer,nld,nld_Latn,gebed,Prayer,1.0,0.8345757722854614,high,0,0
temple,nld,nld_Latn,tempel,Temple,1.0,0.8396182656288147,high,0,0
church,nld,nld_Latn,kerk,Church,1.0,0.8351836204528809,high,0,0
mosque,nld,nld_Latn,moskee,Mosque,1.0,0.7492892742156982,medium,0,0
synagogue,nld,nld_Latn,synagoge,Synagogue,1.0,0.7829406261444092,medium,0,0
shrine,nld,nld_Latn,heiligdom,Sanctuary,0.26666666666666666,0.8388556838035583,high,1,0
pilgrimage,nld,nld_Latn,pelgrimstocht,Pilgrimage,1.0,0.8248587846755981,high,0,0
scripture,nld,nld_Latn,schrift,Writing,0.375,0.7648240327835083,medium,1,0
monk,nld,nld_Latn,monnik,Monk,1.0,0.8504887819290161,high,0,0
priest,nld,nld_Latn,priester,Priest,1.0,0.7662408351898193,medium,0,0
imam,nld,nld_Latn,Imam,The Imam,0.6666666666666666,0.8010189533233643,high,0,0
nun,nld,nld_Latn,klooster,Monastery,0.16666666666666666,0.3589189648628235,low,1,1
saint,nld,nld_Latn,de heilige,The Holy One,0.11764705882352941,0.7919937372207642,medium,1,0
martyr,nld,nld_Latn,martelaar,Martyred,0.8571428571428571,0.8155735731124878,high,0,0
prophet,nld,nld_Latn,profeet,The Prophet,0.7777777777777778,0.8119812607765198,high,0,0
zakat,nld,nld_Latn,zakat,Zakat,1.0,0.8485167026519775,high,0,0
tithe,nld,nld_Latn,de tiende,the tenth,0.42857142857142855,0.40083613991737366,low,1,0
karma,nld,nld_Latn,karma,Karma,1.0,0.5997187495231628,low,1,0
altar,nld,nld_Latn,altaar,Altar,1.0,0.8450371026992798,high,0,0
incense,nld,nld_Latn,wierook,Containing by weight:,0.21428571428571427,0.7056742906570435,medium,1,0
rosary,nld,nld_Latn,rozenkrans,Roses and rosebushes,0.38461538461538464,0.8457307815551758,high,1,0
blessing,nld,nld_Latn,een zegen,A blessing,0.8888888888888888,0.8222553133964539,high,0,0
curse,nld,nld_Latn,vervloeking,The curse.,0.6666666666666666,0.7863970994949341,medium,0,0
sabbath,nld,nld_Latn,sabbat,Sabbath,1.0,0.8118478059768677,high,0,0
halal,nld,nld_Latn,halal,HALAL,1.0,0.7490266561508179,medium,0,0
kosher,nld,nld_Latn,kosher,Kosher,1.0,0.6207026839256287,medium,0,0
fasting,nld,nld_Latn,vasten,Fasting,1.0,0.717434823513031,medium,0,0
sacrifice,nld,nld_Latn,offerande,Sacrifice,1.0,0.685407280921936,medium,0,0
monastery,nld,nld_Latn,klooster,Monastery,1.0,0.8569074869155884,high,1,1
convent,nld,nld_Latn,klooster,Monastery,0.375,0.8426671624183655,high,1,1
abbey,nld,nld_Latn,Abbey,Abbey,1.0,0.8024818897247314,high,0,0
minaret,nld,nld_Latn,minaret,Minarets,0.9333333333333333,0.8426556587219238,high,0,0
pagoda,nld,nld_Latn,Pagoda,Pagoda,1.0,0.8338760137557983,high,0,0
stupa,nld,nld_Latn,stupa,the stupa,0.7142857142857143,0.494798868894577,low,1,0
ancestral altar,nld,nld_Latn,voorouderlijk altaar,Ancestral altar,1.0,0.8470679521560669,high,0,0
funeral rite,nld,nld_Latn,begrafenisritus,Funerary rites,0.8461538461538461,0.8580600023269653,high,0,0
mourning rite,nld,nld_Latn,rouwritus,of a kind used for the manufacture of foodstuffs,0.16393442622950818,0.35737350583076477,low,1,0
memorial service,nld,nld_Latn,herdenkingsdienst,Commemorative service,0.7567567567567568,0.8229513168334961,high,0,0
ancestor worship,nld,nld_Latn,voorouders aanbidding,The worship of ancestors,0.45,0.8563275337219238,high,1,0
tabernacle,nld,nld_Latn,tabernakel,Tabernacle,1.0,0.8355879187583923,high,0,0
prayer mat,nld,nld_Latn,gebedsmat,Prayer mat,1.0,0.8581928014755249,high,0,0
chanting,nld,nld_Latn,schreeuwen,Screaming,0.5882352941176471,0.7911646962165833,medium,0,0
hymn,nld,nld_Latn,Hymne,Hymn,1.0,0.8236424326896667,high,1,1
sermon,nld,nld_Latn,preek,Preaching,0.26666666666666666,0.6277320384979248,medium,1,0
liturgy,nld,nld_Latn,liturgie,Liturgy,1.0,0.8523033857345581,high,0,0
sacred religion,nld,nld_Latn,heilige religie,sacred religion,1.0,0.8446359038352966,high,0,0
sacred ritual,nld,nld_Latn,heilige rituelen,sacred rituals,0.9629629629629629,0.8338565230369568,high,0,0
sacred prayer,nld,nld_Latn,heilige gebed,Holy Prayer,0.5833333333333334,0.8173784017562866,high,0,0
sacred temple,nld,nld_Latn,heilige tempel,holy temple,0.5833333333333334,0.8346281051635742,high,0,0
sacred church,nld,nld_Latn,heilige kerk,Holy church,0.5833333333333334,0.8402738571166992,high,0,0
sacred mosque,nld,nld_Latn,heilige moskee,Holy Mosque,0.5833333333333334,0.856214165687561,high,0,0
sacred synagogue,nld,nld_Latn,heilige synagoge,holy synagogue,0.6666666666666666,0.846260666847229,high,0,0
sacred shrine,nld,nld_Latn,heilige heiligdom,sacred sanctuary,0.6206896551724138,0.8118736743927002,high,0,0
sacred pilgrimage,nld,nld_Latn,heilige pelgrimstocht,Holy Pilgrimage,0.6875,0.8196476697921753,high,0,0
sacred scripture,nld,nld_Latn,heilige schrift,Sacred Scripture,1.0,0.8436623811721802,high,0,0
sacred monk,nld,nld_Latn,heilige monnik,Holy monk,0.5,0.8424619436264038,high,1,0
sacred priest,nld,nld_Latn,heilige priester,Holy Priest,0.5833333333333334,0.8247764110565186,high,0,0
sacred imam,nld,nld_Latn,heilige imam,Holy Imam,0.5,0.8277887105941772,high,1,0
sacred nun,nld,nld_Latn,heilige non,Holy nun,0.4444444444444444,0.48042020201683044,low,1,0
sacred saint,nld,nld_Latn,heilige heilige,holy holy,0.09523809523809523,0.6024779677391052,medium,1,0
sacred martyr,nld,nld_Latn,heilige martelaar,Holy martyr,0.5833333333333334,0.7984583377838135,medium,0,0
sacred prophet,nld,nld_Latn,heilige profeet,holy prophet,0.6153846153846154,0.8386362791061401,high,0,0
sacred zakat,nld,nld_Latn,heilige zakât,sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sacred sac,0.0603448275862069,0.8587181568145752,high,1,0
sacred tithe,nld,nld_Latn,heilige tiende,holy tenth,0.36363636363636365,0.7844432592391968,medium,1,0
sacred karma,nld,nld_Latn,heilig karma,Sacred karma,1.0,0.5899499654769897,low,1,0
sacred altar,nld,nld_Latn,heilige altaar,sacred altar,1.0,0.8313535451889038,high,0,0
sacred incense,nld,nld_Latn,heilige wierook,Sacred incense,1.0,0.7849438190460205,medium,0,0
sacred rosary,nld,nld_Latn,heilige rozenkrans,Sacred Rosary,1.0,0.8295511603355408,high,0,0
sacred blessing,nld,nld_Latn,heilige zegen,Holy blessing,0.6428571428571429,0.7879425287246704,medium,0,0
sacred curse,nld,nld_Latn,heilige vloek,Holy curse,0.5454545454545454,0.8125858902931213,high,1,0
sacred sabbath,nld,nld_Latn,heilige sabbat,Holy Sabbath,0.6153846153846154,0.8402835130691528,high,0,0
