source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
taboo,zh,zho_Hans,禁忌,The Taboo,0.7142857142857143,0.8403446674346924,high,0,0
tradition,zh,zho_Hans,传统,Tradition,1.0,0.8477656245231628,high,0,0
modernity,zh,zho_Hans,现代化,Modernization,0.7272727272727273,0.8269057273864746,high,0,0
sacred,zh,zho_Hans,圣洁,It is sacred.,0.631578947368421,0.805614709854126,high,0,0
secular,zh,zho_Hans,世俗主义,Secularism,0.8235294117647058,0.7560677528381348,medium,0,0
conformity,zh,zho_Hans,符合性,Compatibility,0.5217391304347826,0.8253844976425171,high,1,0
dissent,zh,zho_Hans,异议,Opposition,0.23529411764705882,0.7891600131988525,medium,1,0
restraint,zh,zho_Hans,限制性,Restrictions,0.6666666666666666,0.7605554461479187,medium,0,0
indulgence,zh,zho_Hans,宽容,Tolerance,0.5263157894736842,0.843472957611084,high,1,0
solidarity,zh,zho_Hans,团结,Unity,0.4,0.8468323945999146,high,1,0
merit,zh,zho_Hans,功劳,The Merit,0.7142857142857143,0.8099318146705627,high,0,0
trust,zh,zho_Hans,信任,Confidence,0.0,0.8515223860740662,high,1,0
loyalty,zh,zho_Hans,忠诚,Loyalty,1.0,0.8521912097930908,high,0,0
integrity,zh,zho_Hans,诚信,How to Be Honest,0.16,0.8419840335845947,high,1,0
discretion,zh,zho_Hans,裁量权,Discrimination,0.75,0.7903735637664795,medium,0,0
humility,zh,zho_Hans,谦卑,Humility,1.0,0.8279362320899963,high,0,0
discipline,zh,zho_Hans,纪律,Discipline,1.0,0.8432558178901672,high,0,0
self control,zh,zho_Hans,自主控制,Self-control,0.9166666666666666,0.8438087105751038,high,0,0
deference,zh,zho_Hans,尊重,Respect,0.375,0.7936931252479553,medium,1,1
civic individualism,zh,zho_Hans,公民个人主义,Citizen individualism,0.85,0.8578702211380005,high,0,0
civic collectivism,zh,zho_Hans,公民集体主义,Citizen collectivism,0.8421052631578947,0.8529699444770813,high,0,0
civic hierarchy,zh,zho_Hans,公民层次,Citizenship level,0.375,0.7016210556030273,medium,1,0
civic equality,zh,zho_Hans,公民平等,Civil equality,0.9285714285714286,0.8629943132400513,high,0,0
civic authority,zh,zho_Hans,公民权威,Citizen authority,0.8125,0.8420423865318298,high,0,0
civic autonomy,zh,zho_Hans,公民自治,Citizen autonomy,0.8,0.8479244112968445,high,0,0
civic obedience,zh,zho_Hans,公民的服从,Obedience of the Citizen,0.46153846153846156,0.8182717561721802,high,1,0
civic duty,zh,zho_Hans,公民义务,Responsibilities of citizens,0.15789473684210525,0.8591764569282532,high,1,0
civic freedom,zh,zho_Hans,公民自由,Citizens' freedoms,0.7096774193548387,0.870340883731842,high,0,0
civic honor,zh,zho_Hans,公民荣誉,Citizenship honours,0.6,0.8286869525909424,high,0,0
civic shame,zh,zho_Hans,公民耻辱,Civil disgrace,0.48,0.8210845589637756,high,1,0
civic virtue,zh,zho_Hans,公民美德,Citizen virtue,0.7692307692307693,0.8442851901054382,high,0,0
civic vice,zh,zho_Hans,公民罪恶,Civic Crimes,0.7272727272727273,0.7901328802108765,medium,0,0
civic respect,zh,zho_Hans,公民尊重,Respect for Citizens,0.42424242424242425,0.8532403111457825,high,1,1
civic modesty,zh,zho_Hans,公民谦逊,Citizen humility,0.4827586206896552,0.7946089506149292,medium,1,0
civic purity,zh,zho_Hans,公民的纯洁,The Purity of Citizens,0.4117647058823529,0.8028796315193176,high,1,0
civic pollution,zh,zho_Hans,公民污染,Civil pollution,0.9333333333333333,0.8224837779998779,high,0,0
civic face,zh,zho_Hans,公民的面孔,Faces of Citizens,0.2962962962962963,0.7417337894439697,medium,1,0
civic reputation,zh,zho_Hans,公民声誉,Citizen's reputation,0.7777777777777778,0.8333902955055237,high,0,0
civic hospitality,zh,zho_Hans,公民的欢迎,Greetings from Citizens,0.2,0.7531774044036865,medium,1,0
civic charity,zh,zho_Hans,公民慈善事业,Citizen charity,0.7857142857142857,0.780281126499176,medium,0,0
civic cooperation,zh,zho_Hans,公民合作,Citizenship cooperation,0.75,0.8513355255126953,high,0,0
civic competition,zh,zho_Hans,公民竞争,Citizenship competition,0.75,0.8290148973464966,high,0,0
civic fairness,zh,zho_Hans,公民公平,Citizens' equity,0.3333333333333333,0.8506850004196167,high,1,0
civic justice,zh,zho_Hans,公民正义,Civil Justice,0.9230769230769231,0.8486261963844299,high,0,0
civic taboo,zh,zho_Hans,公民禁忌,Citizenship Taboo,0.6428571428571429,0.8517194390296936,high,0,0
civic tradition,zh,zho_Hans,公民传统,Citizen traditions,0.7878787878787878,0.8528566360473633,high,0,0
civic modernity,zh,zho_Hans,公民现代化,Citizenship modernization,0.6,0.8330557346343994,high,0,0
civic sacred,zh,zho_Hans,公民圣洁,Citizen Sanctity,0.5,0.5832558274269104,low,1,0
civic secular,zh,zho_Hans,公民世俗,Civil Secularism,0.8275862068965517,0.6250373125076294,medium,0,0
civic conformity,zh,zho_Hans,公民合规性,Citizenship compliance,0.3684210526315789,0.8100669384002686,high,1,0
civic dissent,zh,zho_Hans,公民异议,Citizen objections,0.3870967741935484,0.8551449179649353,high,1,0
civic restraint,zh,zho_Hans,公民的自制,Citizens' self-determination,0.37209302325581395,0.8410061597824097,high,1,0
civic indulgence,zh,zho_Hans,公民宽容,Citizen tolerance,0.5454545454545454,0.8225775361061096,high,1,0
civic solidarity,zh,zho_Hans,公民团结,Citizen unity,0.4827586206896552,0.8598777055740356,high,1,0
civic merit,zh,zho_Hans,公民资格,Citizenship,0.45454545454545453,0.8282418251037598,high,1,0
civic trust,zh,zho_Hans,公民信任,Citizens' trust,0.6923076923076923,0.8614668250083923,high,0,0
civic loyalty,zh,zho_Hans,公民忠诚,Citizen loyalty,0.7857142857142857,0.8605786561965942,high,0,0
civic integrity,zh,zho_Hans,公民的完整性,Integrity of Citizens,0.5,0.7386094927787781,medium,1,0
civic discretion,zh,zho_Hans,公民的自由裁量,Citizens' free will,0.4,0.8266448974609375,high,1,0
civic humility,zh,zho_Hans,公民的谦卑,Humble Citizenship,0.375,0.8423293232917786,high,1,0
civic discipline,zh,zho_Hans,公民纪律,Civil Discipline,0.9375,0.8614456653594971,high,0,0
civic self control,zh,zho_Hans,公民自我控制,Citizen self-control,0.7894736842105263,0.8356561064720154,high,0,0
civic deference,zh,zho_Hans,公民尊重,Respect for Citizens,0.2857142857142857,0.7706559896469116,medium,1,1
moral individualism,zh,zho_Hans,个性主义,Individualism,0.8125,0.5892928838729858,low,1,0
moral collectivism,zh,zho_Hans,伦理集体主义,Ethical collectivism,0.7894736842105263,0.8505319952964783,high,0,0
moral hierarchy,zh,zho_Hans,道德层次,Moral Levels,0.5185185185185185,0.8189731240272522,high,1,0
moral equality,zh,zho_Hans,伦理平等,Ethical equality,0.7333333333333333,0.8539663553237915,high,0,0
moral authority,zh,zho_Hans,道德权威,Moral authority,1.0,0.8425573110580444,high,0,0
moral autonomy,zh,zho_Hans,道德自主性,Moral autonomy,1.0,0.8380460739135742,high,0,0
moral obedience,zh,zho_Hans,道德顺服,Moral obedience,1.0,0.7772045135498047,medium,0,0
moral duty,zh,zho_Hans,道德义务,Moral obligations,0.5185185185185185,0.8535571694374084,high,1,0
moral freedom,zh,zho_Hans,道德自由,Moral freedom,1.0,0.8608287572860718,high,0,0
moral honor,zh,zho_Hans,道德尊严,Moral Dignity,0.5833333333333334,0.8183301687240601,high,0,0
moral shame,zh,zho_Hans,道德耻辱,Moral disgrace,0.72,0.8211559653282166,high,0,0
moral virtue,zh,zho_Hans,道德美德,Moral virtue,1.0,0.8415254354476929,high,0,0
family,zh,zho_Hans,家庭,Family,1.0,0.8410741090774536,high,1,1
kinship,zh,zho_Hans,亲戚关系,Relative relations,0.24,0.8154881596565247,high,1,0
mother,zh,zho_Hans,母亲,Mother,1.0,0.8073517084121704,high,1,1
father,zh,zho_Hans,父亲,Father,1.0,0.8197393417358398,high,0,0
parent,zh,zho_Hans,父母,Parents,0.9230769230769231,0.7992815971374512,medium,0,0
child,zh,zho_Hans,儿童,Children,0.7692307692307693,0.8317044377326965,high,0,0
daughter,zh,zho_Hans,女儿,My daughter.,0.8,0.8472869396209717,high,0,0
son,zh,zho_Hans,儿子,My son,0.6666666666666666,0.8602752685546875,high,0,0
uncle,zh,zho_Hans,叔叔,My uncle.,0.7142857142857143,0.8369669914245605,high,0,0
aunt,zh,zho_Hans,,What is it?,0.26666666666666666,0.4679747521877289,low,1,1
cousin,zh,zho_Hans,亲戚,Relatives,0.13333333333333333,0.83507239818573,high,1,0
grandmother,zh,zho_Hans,祖母,My grandmother,0.88,0.8290172219276428,high,0,0
grandfather,zh,zho_Hans,祖父,My grandfather,0.88,0.8307058811187744,high,0,0
nephew,zh,zho_Hans,子,My son.,0.15384615384615385,0.7810772061347961,medium,1,1
niece,zh,zho_Hans,孙女,My granddaughter,0.19047619047619047,0.8569554090499878,high,1,0
ancestor,zh,zho_Hans,祖先,Ancestors,0.9411764705882353,0.829041600227356,high,0,0
lineage,zh,zho_Hans,血统,Bloodline,0.5,0.818291187286377,high,1,0
clan,zh,zho_Hans,族群,Ethnic groups,0.11764705882352941,0.7700762748718262,medium,1,0
household,zh,zho_Hans,家庭,Family,0.13333333333333333,0.8226690292358398,high,1,1
joint family,zh,zho_Hans,联合家庭,Unified Family,0.6153846153846154,0.755003035068512,medium,0,0
nuclear family,zh,zho_Hans,核家族,Nuclear family,1.0,0.8524194359779358,high,0,0
marriage,zh,zho_Hans,婚姻,Marriage,1.0,0.8397420644760132,high,0,0
wedding,zh,zho_Hans,婚礼,Wedding,1.0,0.8207985162734985,high,0,0
bride,zh,zho_Hans,新娘,The bride,0.7142857142857143,0.8279343843460083,high,0,0
groom,zh,zho_Hans,新郎,The Bridegroom,0.5263157894736842,0.7903908491134644,medium,1,0
engagement,zh,zho_Hans,参与,Participation,0.08695652173913043,0.7554823756217957,medium,1,0
dowry,zh,zho_Hans,礼物,Gifts,0.0,0.764594316482544,medium,1,1
bridewealth,zh,zho_Hans,新娘财富,The Bride's Wealth,0.7586206896551724,0.7230215072631836,medium,0,0
inheritance,zh,zho_Hans,遗产,Legacy,0.35294117647058826,0.8036300539970398,high,1,1
widow,zh,zho_Hans,寡妇,Widows,0.9090909090909091,0.839873731136322,high,1,1
widower,zh,zho_Hans,寡妇,Widows,0.7692307692307693,0.8332788944244385,high,1,1
courtship,zh,zho_Hans,爱情,What is love?,0.09090909090909091,0.8048873543739319,high,1,0
matchmaker,zh,zho_Hans,结婚者,Married,0.35294117647058826,0.36605706810951233,low,1,0
surname,zh,zho_Hans,姓名,Name of the person,0.32,0.8171536922454834,high,1,1
patronymic,zh,zho_Hans,姓名,Name of the person,0.2857142857142857,0.5657912492752075,low,1,1
matronymic,zh,zho_Hans,字母字母,Letters and Letters,0.20689655172413793,0.383761465549469,low,1,0
firstborn,zh,zho_Hans,首生,Firstborn,1.0,0.8201715350151062,high,0,0
heir,zh,zho_Hans,继承人,Heir to the throne,0.36363636363636365,0.8167739510536194,high,1,0
filial piety,zh,zho_Hans,儿女的虔诚,The piety of their children,0.3076923076923077,0.7790293097496033,medium,1,0
caregiving,zh,zho_Hans,护理,Care,0.5714285714285714,0.8206559419631958,high,0,0
motherhood,zh,zho_Hans,母亲,Mother,0.75,0.7704700827598572,medium,1,1
fatherhood,zh,zho_Hans,父亲权,Fatherhood,1.0,0.751244068145752,medium,0,0
in laws,zh,zho_Hans,在法律中,In law,0.9230769230769231,0.6550662517547607,medium,0,0
brother in law,zh,zho_Hans,岳父,Father-in-law,0.6666666666666666,0.8332345485687256,high,0,0
sister in law,zh,zho_Hans,姐姐,My sister.,0.5217391304347826,0.7328891754150391,medium,1,0
ancestral home,zh,zho_Hans,祖先的家,The House of the Ancestors,0.35,0.8329140543937683,high,1,0
household labor,zh,zho_Hans,家庭劳动,Family work,0.3076923076923077,0.846892774105072,high,1,0
extended family,zh,zho_Hans,扩大家庭,Enlarging the Family,0.5714285714285714,0.7642760276794434,medium,1,1
extended kinship,zh,zho_Hans,广泛的亲戚关系,Extensive kinship relationships,0.5957446808510638,0.8392338752746582,high,0,0
extended mother,zh,zho_Hans,延长母,Extended mother,1.0,0.39540696144104004,low,1,0
extended father,zh,zho_Hans,长老父亲,The Elderly Father,0.6666666666666666,0.6924878358840942,medium,0,0
extended parent,zh,zho_Hans,长父母,Grandparents,0.5925925925925926,0.6307808756828308,medium,0,0
extended child,zh,zho_Hans,长期儿童,Long-term children,0.5,0.47702789306640625,low,1,0
extended daughter,zh,zho_Hans,长女儿,The eldest daughter,0.7222222222222222,0.7414185404777527,medium,0,0
extended son,zh,zho_Hans,延长的儿子,The Son of the Extended,0.45714285714285713,0.4310011863708496,low,1,0
extended uncle,zh,zho_Hans,长老叔叔,The old man's uncle.,0.47058823529411764,0.6648812294006348,medium,1,0
extended aunt,zh,zho_Hans,长老阿,The Elderly,0.3333333333333333,0.3478303551673889,low,1,0
extended cousin,zh,zho_Hans,长表亲,My first cousin,0.5333333333333333,0.6197670698165894,medium,1,0
extended grandmother,zh,zho_Hans,长大的祖母,Growing up grandmother,0.6190476190476191,0.5275029540061951,low,1,0
extended grandfather,zh,zho_Hans,长长的祖父,Grandfather and great-grandfather,0.41509433962264153,0.4397164285182953,low,1,0
extended nephew,zh,zho_Hans,延长的子,The extended child,0.6060606060606061,0.39295586943626404,low,1,0
extended niece,zh,zho_Hans,长女,The eldest daughter,0.18181818181818182,0.7585545182228088,medium,1,0
extended ancestor,zh,zho_Hans,延长的祖先,Extended ancestors,0.9714285714285714,0.49503466486930847,low,1,0
extended lineage,zh,zho_Hans,延长的血统,Extended lineage,1.0,0.6154578924179077,medium,0,0
extended clan,zh,zho_Hans,扩大族群,Expanded ethnic groups,0.45714285714285713,0.5170319080352783,low,1,0
extended household,zh,zho_Hans,扩大家庭,Enlarging the Family,0.2631578947368421,0.7238878607749939,medium,1,1
extended joint family,zh,zho_Hans,扩展的联合家庭,Extended Joint Family,1.0,0.7933616638183594,medium,0,0
extended nuclear family,zh,zho_Hans,扩展核家族,Expansion of the nuclear family,0.7037037037037037,0.7657662630081177,medium,0,0
extended marriage,zh,zho_Hans,延长婚姻,Extending Marriage,0.8571428571428571,0.778939425945282,medium,0,0
extended wedding,zh,zho_Hans,延长婚礼,Prolonging the Wedding,0.47368421052631576,0.7383415699005127,medium,1,0
extended bride,zh,zho_Hans,延长的新娘,The extended bride,0.875,0.46971020102500916,low,1,0
extended groom,zh,zho_Hans,长婚夫,The Old Bridegroom,0.5,0.5576450824737549,low,1,0
extended engagement,zh,zho_Hans,延长参与,Extended involvement,0.7692307692307693,0.690228283405304,medium,0,0
extended dowry,zh,zho_Hans,延长的礼物,The Gift of Extending,0.34285714285714286,0.5455867648124695,low,1,0
extended bridewealth,zh,zho_Hans,扩展的新娘财富,Expanded bride wealth,0.8780487804878049,0.6527572870254517,medium,0,0
extended inheritance,zh,zho_Hans,延长遗产,Extending the legacy,0.6,0.6810425519943237,medium,0,0
extended widow,zh,zho_Hans,延长的寡妇,Extended Widows,0.9655172413793104,0.44901570677757263,low,1,0
extended widower,zh,zho_Hans,长期寡妇,Long-term widows,0.5,0.7821145057678223,medium,1,0
extended courtship,zh,zho_Hans,长期的约会,Long-term dating,0.17647058823529413,0.7104151844978333,medium,1,0
extended matchmaker,zh,zho_Hans,延长的结婚者,Extended Marriages,0.7027027027027027,0.3562563955783844,low,1,0
extended surname,zh,zho_Hans,扩大姓氏,Extended surname,1.0,0.5753461122512817,low,1,0
extended patronymic,zh,zho_Hans,扩大姓名,Extended name,0.6875,0.48528924584388733,low,1,0
extended matronymic,zh,zho_Hans,延长的母语,Extended mother tongue,0.6829268292682927,0.4050309360027313,low,1,0
extended firstborn,zh,zho_Hans,延长的首生,Extended First Life,0.7567567567567568,0.5051403045654297,low,1,0
extended heir,zh,zho_Hans,长期继承人,The long-term heir,0.5161290322580645,0.7604294419288635,medium,1,0
extended filial piety,zh,zho_Hans,扩大儿女的虔诚,How to Grow Your Children's Devotion,0.21052631578947367,0.5874936580657959,low,1,0
extended caregiving,zh,zho_Hans,延长护理,Extended care,0.8125,0.8025453686714172,high,0,0
extended motherhood,zh,zho_Hans,长期的母亲,Long-term mother,0.5142857142857142,0.49407216906547546,low,1,0
extended fatherhood,zh,zho_Hans,长期父亲,Long-term father,0.5142857142857142,0.5977441072463989,low,1,0
extended in laws,zh,zho_Hans,在法律上扩展,Legally expanded,0.375,0.5931959748268127,low,1,0
extended brother in law,zh,zho_Hans,长老的岳父,An elderly father-in-law,0.5531914893617021,0.6907249689102173,medium,0,0
extended sister in law,zh,zho_Hans,长老的姐姐,The older sister,0.5263157894736842,0.6412105560302734,medium,1,0
extended ancestral home,zh,zho_Hans,延伸的祖先之家,The extended ancestral home,0.92,0.7298458814620972,medium,0,0
extended household labor,zh,zho_Hans,扩大家庭劳动力,Expansion of the family workforce,0.3157894736842105,0.7777730822563171,medium,1,0
nuclear kinship,zh,zho_Hans,核的亲戚关系,Relation to the Nuclear,0.3684210526315789,0.6909480690956116,medium,1,0
nuclear mother,zh,zho_Hans,核母,Nuclear mother,1.0,0.7745480537414551,medium,1,1
nuclear father,zh,zho_Hans,核之父,The Father of Nuclear,0.4,0.8263726234436035,high,1,0
nuclear parent,zh,zho_Hans,核母,Nuclear mother,0.6428571428571429,0.7488222122192383,medium,1,1
nuclear child,zh,zho_Hans,核子,Nuclear power,0.6153846153846154,0.5143032073974609,low,1,0
nuclear daughter,zh,zho_Hans,核子女,Nuclear Children,0.625,0.7914574146270752,medium,0,0
religion,zh,zho_Hans,宗教,Religious,0.8235294117647058,0.8538252115249634,high,0,0
ritual,zh,zho_Hans,仪式,The ceremony,0.1111111111111111,0.8318790197372437,high,1,1
prayer,zh,zho_Hans,祷告,Prayers,0.9230769230769231,0.842147171497345,high,0,0
temple,zh,zho_Hans,寺,The Temple,0.75,0.8189949989318848,high,0,0
church,zh,zho_Hans,教堂,The Church,0.75,0.8369705677032471,high,0,0
mosque,zh,zho_Hans,清真寺,The mosque,0.75,0.8607112169265747,high,0,0
synagogue,zh,zho_Hans,犹太教堂,The synagogue,0.8181818181818182,0.8369745016098022,high,0,0
shrine,zh,zho_Hans,圣地,The Holy Land,0.21052631578947367,0.8253723382949829,high,1,0
pilgrimage,zh,zho_Hans,巡礼活动,Pilgrimage,1.0,0.8274229764938354,high,0,0
scripture,zh,zho_Hans,经文,Scripture,1.0,0.8082724809646606,high,0,0
monk,zh,zho_Hans,修道士,Monks,0.8888888888888888,0.851436197757721,high,0,0
priest,zh,zho_Hans,牧师,The Priest,0.75,0.8562682867050171,high,0,0
imam,zh,zho_Hans,伊斯兰教,What is Islam?,0.3333333333333333,0.523320198059082,low,1,0
nun,zh,zho_Hans,修女,Sisters,0.0,0.7278478145599365,medium,1,0
saint,zh,zho_Hans,圣人,The Saints,0.6666666666666666,0.8169440031051636,high,0,0
martyr,zh,zho_Hans,殉道者,Martyrs,0.9230769230769231,0.8342796564102173,high,0,0
prophet,zh,zho_Hans,预言者,The Prophets,0.7368421052631579,0.8361847400665283,high,0,0
zakat,zh,zho_Hans,子,My son.,0.0,0.40571287274360657,low,1,1
tithe,zh,zho_Hans,十分之一,One-tenth,0.42857142857142855,0.758506178855896,medium,1,0
karma,zh,zho_Hans,卡尔玛,Carma,0.8,0.7558398246765137,medium,0,0
altar,zh,zho_Hans,祭坛,The Altar,0.7142857142857143,0.8294735550880432,high,0,0
incense,zh,zho_Hans,香水,Parfums,0.14285714285714285,0.7030071020126343,medium,1,0
rosary,zh,zho_Hans,圣诞章,The Christmas Chapel,0.23076923076923078,0.7385189533233643,medium,1,0
blessing,zh,zho_Hans,祝福,Blessings,0.9411764705882353,0.8069007396697998,high,0,0
curse,zh,zho_Hans,诅咒,The curse.,0.6666666666666666,0.7882154583930969,medium,0,0
sabbath,zh,zho_Hans,安息日,The Sabbath,0.7777777777777778,0.8401581048965454,high,0,0
halal,zh,zho_Hans,哈拉尔,Haral,0.8,0.8341003060340881,high,0,0
kosher,zh,zho_Hans,克什尔,Cashel,0.5,0.6557430028915405,medium,1,0
fasting,zh,zho_Hans,禁食,Fasting,1.0,0.815936267375946,high,0,0
sacrifice,zh,zho_Hans,牺牲,Sacrifices,0.9473684210526315,0.8053227663040161,high,0,0
monastery,zh,zho_Hans,修道院,Monastery,1.0,0.8559719324111938,high,1,1
convent,zh,zho_Hans,修道院,Monastery,0.375,0.8433419466018677,high,1,1
abbey,zh,zho_Hans,修道院,Monastery,0.42857142857142855,0.8371067643165588,high,1,1
minaret,zh,zho_Hans,尖塔,The Minarets,0.7368421052631579,0.846747100353241,high,0,0
pagoda,zh,zho_Hans,修道院,Monastery,0.13333333333333333,0.8459639549255371,high,1,1
stupa,zh,zho_Hans,草,Grass,0.2,0.41101980209350586,low,1,1
ancestral altar,zh,zho_Hans,祖先祭坛,Altar of the Ancestors,0.3783783783783784,0.8440024256706238,high,1,0
funeral rite,zh,zho_Hans,葬礼仪式,Funeral service,0.8148148148148148,0.837224006652832,high,0,0
mourning rite,zh,zho_Hans,哀悼仪式,Mourning Ceremony,0.7333333333333333,0.8326627612113953,high,0,0
memorial service,zh,zho_Hans,纪念仪式,Ceremony of Remembrance,0.358974358974359,0.8358242511749268,high,1,0
ancestor worship,zh,zho_Hans,祖先的崇拜,Worship of the Ancestors,0.45,0.8572649955749512,high,1,0
tabernacle,zh,zho_Hans,帐幕,The tent,0.3333333333333333,0.7480987310409546,medium,1,0
prayer mat,zh,zho_Hans,祈祷,Prayers,0.7058823529411765,0.535545825958252,low,1,0
chanting,zh,zho_Hans,唱歌,Singing,0.4,0.7835982441902161,medium,1,0
hymn,zh,zho_Hans,诗歌,Poetry,0.2,0.8184524178504944,high,1,1
sermon,zh,zho_Hans,讲座,Lecture,0.3076923076923077,0.7481999397277832,medium,1,0
liturgy,zh,zho_Hans,礼仪,Discipline,0.23529411764705882,0.8405970931053162,high,1,0
sacred religion,zh,zho_Hans,神圣的宗教,The Sacred Religion,0.8823529411764706,0.8547534942626953,high,0,0
sacred ritual,zh,zho_Hans,圣仪式,The Sacred Ritual,0.8666666666666667,0.8448790311813354,high,0,0
sacred prayer,zh,zho_Hans,神圣的祷告,The Holy Prayer,0.5714285714285714,0.8484605550765991,high,0,0
sacred temple,zh,zho_Hans,圣殿,The Temple,0.6956521739130435,0.8311123847961426,high,1,1
sacred church,zh,zho_Hans,圣教堂,The Holy Church,0.5714285714285714,0.8431872129440308,high,0,0
sacred mosque,zh,zho_Hans,神圣的清真寺,The Holy Mosque,0.5714285714285714,0.8552391529083252,high,0,0
sacred synagogue,zh,zho_Hans,神圣的犹太教堂,The Holy Synagogue,0.6470588235294118,0.8501931428909302,high,0,0
sacred shrine,zh,zho_Hans,圣殿,The Temple,0.2608695652173913,0.8085656762123108,high,1,1
sacred pilgrimage,zh,zho_Hans,神圣的朝圣,The Holy Pilgrimage,0.6666666666666666,0.828377366065979,high,0,0
sacred scripture,zh,zho_Hans,圣经,The Bible,0.32,0.8429348468780518,high,1,0
sacred monk,zh,zho_Hans,神圣的僧侣,Sacred Monks,0.9565217391304348,0.8293744921684265,high,0,0
sacred priest,zh,zho_Hans,神圣的祭司,The Holy Priests,0.5517241379310345,0.8407183885574341,high,0,0
sacred imam,zh,zho_Hans,神圣的伊玛目,The Holy Imam,0.5,0.8515744209289551,high,1,0
sacred nun,zh,zho_Hans,神圣的修女,Holy Sisters,0.18181818181818182,0.8430309891700745,high,1,0
sacred saint,zh,zho_Hans,神圣的圣人,The Holy Saints,0.5185185185185185,0.7772353887557983,medium,1,0
sacred martyr,zh,zho_Hans,圣烈士,The Martyrs,0.6666666666666666,0.8277842998504639,high,0,0
sacred prophet,zh,zho_Hans,神圣的先知,The Holy Prophets,0.5806451612903226,0.8323690295219421,high,0,0
sacred zakat,zh,zho_Hans,神圣的礼物,Godly Gifts,0.08695652173913043,0.7939139008522034,medium,1,0
sacred tithe,zh,zho_Hans,神圣的十分之一,A tenth of the sacred,0.36363636363636365,0.6782016754150391,medium,1,0
sacred karma,zh,zho_Hans,神圣的卡尔玛,The Holy Karma,0.5384615384615384,0.7680774927139282,medium,1,0
sacred altar,zh,zho_Hans,圣祭坛,The Holy Altar,0.5384615384615384,0.8400132656097412,high,1,0
sacred incense,zh,zho_Hans,神圣的香物,Sacred Fragrances,0.7096774193548387,0.8400843143463135,high,0,0
sacred rosary,zh,zho_Hans,圣 Rosary,The Holy Rosary,0.5714285714285714,0.46896693110466003,low,1,0
sacred blessing,zh,zho_Hans,神圣的祝福,Godly Blessings,0.6666666666666666,0.8308976292610168,high,0,0
sacred curse,zh,zho_Hans,神圣的诅咒,The Holy Curse,0.5384615384615384,0.8304635882377625,high,1,0
sacred sabbath,zh,zho_Hans,神圣的安息日,The Holy Sabbath,0.6,0.8484162092208862,high,0,0
sacred halal,zh,zho_Hans,神圣的哈拉尔,The Holy Haral,0.46153846153846156,0.8521637916564941,high,1,0
sacred kosher,zh,zho_Hans,神圣的Kosher,The Holy Kosher,0.5714285714285714,0.7104474306106567,medium,0,0
sacred fasting,zh,zho_Hans,神圣的禁食.,Holy fasting.,0.5925925925925926,0.837609589099884,high,0,0
sacred sacrifice,zh,zho_Hans,神圣的祭物,Sacred Sacrifices,0.9696969696969697,0.8001900911331177,high,0,0
